Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #2	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3	Messreihe #3
Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
														61,650	-6,965	18,237	79,797	-0,1663	0,435	1,905
														61,700	-5,953	21,991	69,586	-0,1421	0,525	1,661
														61,750	-4,766	25,196	57,177	-0,1138	0,601	1,365
														61,800	-3,434	27,709	41,783	-0,0820	0,661	0,997
														61,850	-1,995	29,374	23,876	-0,0476	0,701	0,570
														61,900	-0,496	30,096	6,440	-0,0119	0,718	0,154
														61,950	1,015	30,018	-9,425	0,0242	0,717	-0,225
														62,000	2,505	29,154	-27,018	0,0598	0,696	-0,645
														62,050	3,930	27,316	-45,239	0,0938	0,652	-1,080
														62,100	5,237	24,630	-60,790	0,1250	0,588	-1,451
														62,150	6,393	21,237	-73,513	0,1526	0,507	-1,755
														62,200	7,361	17,279	-83,566	0,1757	0,413	-1,995
														62,250	8,121	12,881	-92,363	0,1939	0,307	-2,205
														62,300	8,649	8,042	-98,960	0,2065	0,192	-2,362
														62,350	8,925	2,985	-101,788	0,2131	0,071	-2,430
														62,400	8,947	-2,136	-101,631	0,2136	-0,051	-2,426
														62,450	8,712	-7,179	-98,646	0,2080	-0,171	-2,355
														62,500	8,229	-12,001	-92,834	0,1965	-0,287	-2,216
														62,550	7,512	-16,462	-84,823	0,1793	-0,393	-2,025
														62,600	6,583	-20,483	-75,555	0,1572	-0,489	-1,804
														62,650	5,463	-24,017	-64,246	0,1304	-0,573	-1,534
														62,700	4,181	-26,908	-50,108	0,0998	-0,642	-1,196
														62,750	2,772	-29,028	-32,987	0,0662	-0,693	-0,787
														62,800	1,279	-30,206	-14,923	0,0305	-0,721	-0,356
														62,850	-0,248	-30,521	1,728	-0,0059	-0,729	0,041
														62,900	-1,773	-30,034	19,164	-0,0423	-0,717	0,457
														62,950	-3,252	-28,604	38,013	-0,0776	-0,683	0,907
														63,000	-4,634	-26,232	55,763	-0,1106	-0,626	1,331
														63,050	-5,875	-23,028	71,000	-0,1403	-0,550	1,695
														63,100	-6,937	-19,132	84,038	-0,1656	-0,457	2,006
														63,150	-7,788	-14,624	95,819	-0,1859	-0,349	2,287
														63,200	-8,399	-9,550	105,401	-0,2005	-0,228	2,516
														63,250	-8,743	-4,084	109,956	-0,2087	-0,098	2,625
														63,300	-8,807	1,445	107,600	-0,2103	0,034	2,569
														63,350	-8,599	6,676	100,845	-0,2053	0,159	2,407
														63,400	-8,140	11,530	93,462	-0,1943	0,275	2,231
														63,450	-7,446	16,022	85,137	-0,1778	0,383	2,033
														63,500	-6,538	20,043	75,241	-0,1561	0,478	1,796
														63,550	-5,441	23,546	64,089	-0,1299	0,562	1,530
														63,600	-4,183	26,452	50,737	-0,0999	0,631	1,211
														63,650	-2,796	28,620	33,929	-0,0668	0,683	0,810
														63,700	-1,321	29,845	15,708	-0,0315	0,713	0,375
														63,750	0,188	30,191	-0,785	0,0045	0,721	-0,019
														63,800	1,698	29,767	-17,436	0,0405	0,711	-0,416
														63,850	3,165	28,447	-35,500	0,0756	0,679	-0,847
														63,900	4,543	26,217	-52,622	0,1084	0,626	-1,256
														63,950	5,787	23,185	-66,916	0,1381	0,554	-1,597
														64,000	6,861	19,525	-78,383	0,1638	0,466	-1,871
														64,050	7,739	15,347	-87,965	0,1848	0,366	-2,100
														64,100	8,396	10,729	-95,819	0,2004	0,256	-2,287
														64,150	8,812	5,765	-100,688	0,2104	0,138	-2,404
														64,200	8,972	0,660	-102,102	0,2142	0,016	-2,438
														64,250	8,878	-4,445	-100,688	0,2119	-0,106	-2,404
														64,300	8,528	-9,409	-96,290	0,2036	-0,225	-2,299
														64,350	7,937	-14,074	-89,378	0,1895	-0,336	-2,134
														64,400	7,120	-18,347	-80,739	0,1700	-0,438	-1,928
														64,450	6,103	-22,148	-70,843	0,1457	-0,529	-1,691
														64,500	4,906	-25,431	-58,748	0,1171	-0,607	-1,402
														64,550	3,559	-28,023	-42,726	0,0850	-0,669	-1,020
														64,600	2,103	-29,704	-24,347	0,0502	-0,709	-0,581
														64,650	0,589	-30,458	-7,383	0,0141	-0,727	-0,176
														64,700	-0,942	-30,442	9,111	-0,0225	-0,727	0,218
														64,750	-2,455	-29,547	27,803	-0,0586	-0,705	0,664
														64,800	-3,897	-27,662	46,810	-0,0930	-0,660	1,118
														64,850	-5,221	-24,866	63,146	-0,1247	-0,594	1,507
														64,900	-6,384	-21,347	76,812	-0,1524	-0,510	1,834
														64,950	-7,356	-17,185	89,378	-0,1756	-0,410	2,134
														65,000	-8,102	-12,409	100,688	-0,1934	-0,296	2,404
														65,050	-8,597	-7,116	108,542	-0,2052	-0,170	2,591
														65,100	-8,814	-1,555	109,642	-0,2104	-0,037	2,618
														65,150	-8,752	3,848	104,615	-0,2090	0,092	2,497
														65,200	-8,429	8,906	97,704	-0,2012	0,213	2,333
														65,250	-7,862	13,619	90,164	-0,1877	0,325	2,152
														65,300	-7,067	17,923	81,210	-0,1687	0,428	1,939
														65,350	-6,070	21,740	70,686	-0,1449	0,519	1,688
														65,400	-4,893	24,991	58,434	-0,1168	0,597	1,395
														65,450	-3,570	27,583	43,354	-0,0852	0,659	1,035
														65,500	-2,135	29,327	25,447	-0,0510	0,700	0,607
														65,550	-0,638	30,128	8,011	-0,0152	0,719	0,191
														65,600	0,878	30,128	-8,168	0,0210	0,719	-0,195
														65,650	2,375	29,311	-25,447	0,0567	0,700	-0,607
														65,700	3,809	27,583	-43,511	0,0909	0,659	-1,039
														65,750	5,133	24,960	-59,847	0,1225	0,596	-1,429
														65,800	6,305	21,598	-72,728	0,1505	0,516	-1,736
														65,850	7,293	17,687	-82,781	0,1741	0,422	-1,976
														65,900	8,074	13,320	-91,577	0,1927	0,318	-2,186
														65,950	8,625	8,529	-98,646	0,2059	0,204	-2,355
														66,000	8,927	3,456	-102,102	0,2131	0,083	-2,437
														66,050	8,971	-1,681	-101,945	0,2142	-0,040	-2,434
														66,100	8,759	-6,739	-98,960	0,2091	-0,161	-2,363
														66,150	8,297	-11,577	-93,305	0,1981	-0,276	-2,228
														66,200	7,601	-16,069	-85,766	0,1815	-0,384	-2,048
														66,250	6,690	-20,153	-76,812	0,1597	-0,481	-1,834
														66,300	5,586	-23,750	-65,816	0,1333	-0,567	-1,571
														66,350	4,315	-26,735	-51,679	0,1030	-0,638	-1,234
														66,400	2,912	-28,918	-34,400	0,0695	-0,690	-0,821
														66,450	1,423	-30,175	-16,650	0,0340	-0,720	-0,398
														66,500	-0,105	-30,583	-0,157	-0,0025	-0,730	-0,004
														66,550	-1,635	-30,191	17,436	-0,0390	-0,721	0,416
														66,600	-3,124	-28,840	36,757	-0,0746	-0,688	0,877
														66,650	-4,519	-26,515	54,664	-0,1079	-0,633	1,305
														66,700	-5,776	-23,373	69,743	-0,1379	-0,558	1,665
														66,750	-6,857	-19,541	82,938	-0,1637	-0,467	1,980
														66,800	-7,730	-15,080	95,190	-0,1845	-0,360	2,273
														66,850	-8,364	-10,022	105,243	-0,1997	-0,239	2,512
														66,900	-8,732	-4,555	110,113	-0,2085	-0,109	2,629
														66,950	-8,820	0,990	107,914	-0,2106	0,024	2,576
														67,000	-8,633	6,236	101,159	-0,2061	0,149	2,415
														67,050	-8,196	11,106	94,091	-0,1957	0,265	2,246
														67,100	-7,523	15,645	86,080	-0,1796	0,373	2,055
														67,150	-6,632	19,714	76,184	-0,1583	0,471	1,819
														67,200	-5,551	23,264	65,188	-0,1325	0,555	1,556
														67,250	-4,306	26,232	51,993	-0,1028	0,626	1,241
														67,300	-2,928	28,463	35,343	-0,0699	0,679	0,844
														67,350	-1,459	29,767	17,279	-0,0348	0,711	0,413
														67,400	0,049	30,191	0,785	0,0012	0,721	0,019
														67,450	1,560	29,845	-15,865	0,0372	0,713	-0,379
														67,500	3,033	28,604	-33,929	0,0724	0,683	-0,810
														67,550	4,420	26,452	-51,208	0,1055	0,631	-1,223
														67,600	5,678	23,483	-65,973	0,1356	0,561	-1,575
														67,650	6,769	19,855	-77,440	0,1616	0,474	-1,849
														67,700	7,664	15,739	-86,865	0,1830	0,376	-2,074
														67,750	8,343	11,168	-95,347	0,1992	0,267	-2,276
														67,800	8,781	6,205	-100,531	0,2096	0,148	-2,400
														67,850	8,963	1,115	-101,788	0,2140	0,027	-2,430
														67,900	8,892	-3,974	-100,845	0,2123	-0,095	-2,407
														67,950	8,566	-8,969	-96,918	0,2045	-0,214	-2,314
														68,000	7,995	-13,666	-89,850	0,1909	-0,326	-2,145
														68,050	7,199	-17,954	-81,524	0,1719	-0,429	-1,946
														68,100	6,200	-21,818	-72,100	0,1480	-0,521	-1,721
														68,150	5,017	-25,164	-59,847	0,1198	-0,601	-1,429
														68,200	3,684	-27,803	-44,139	0,0879	-0,664	-1,054
														68,250	2,237	-29,578	-26,232	0,0534	-0,706	-0,626
														68,300	0,726	-30,426	-8,954	0,0173	-0,726	-0,214
														68,350	-0,806	-30,473	7,540	-0,0192	-0,727	0,180
														68,400	-2,322	-29,672	25,918	-0,0554	-0,708	0,619
														68,450	-3,773	-27,882	45,239	-0,0901	-0,666	1,080
														68,500	-5,110	-25,148	62,047	-0,1220	-0,600	1,481
														68,550	-6,288	-21,677	75,712	-0,1501	-0,517	1,808
														68,600	-7,278	-17,577	88,279	-0,1737	-0,420	2,107
														68,650	-8,046	-12,849	99,746	-0,1921	-0,307	2,381
														68,700	-8,562	-7,603	107,757	-0,2044	-0,182	2,573
														68,750	-8,806	-2,073	109,642	-0,2102	-0,050	2,618
														68,800	-8,770	3,362	105,243	-0,2094	0,080	2,512
														68,850	-8,470	8,451	98,175	-0,2022	0,202	2,344
														68,900	-7,925	13,179	90,792	-0,1892	0,315	2,168
														68,950	-7,152	17,530	82,310	-0,1707	0,419	1,965
														69,000	-6,172	21,410	71,785	-0,1473	0,511	1,714
														69,050	-5,011	24,709	59,533	-0,1196	0,590	1,421
														69,100	-3,701	27,363	45,082	-0,0884	0,653	1,076
														69,150	-2,275	29,217	27,489	-0,0543	0,697	0,656
														69,200	-0,779	30,112	9,425	-0,0186	0,719	0,225
														69,250	0,737	30,159	-6,754	0,0176	0,720	-0,161
														69,300	2,237	29,437	-23,719	0,0534	0,703	-0,566
														69,350	3,680	27,787	-42,254	0,0879	0,663	-1,009
														69,400	5,016	25,211	-58,591	0,1197	0,602	-1,399
														69,450	6,202	21,928	-71,314	0,1480	0,524	-1,703
														69,500	7,208	18,080	-81,996	0,1721	0,432	-1,958
														69,550	8,009	13,729	-91,263	0,1912	0,328	-2,179
														69,600	8,581	8,954	-98,018	0,2049	0,214	-2,340
														69,650	8,905	3,927	-101,631	0,2126	0,094	-2,426
														69,700	8,974	-1,210	-102,259	0,2142	-0,029	-2,441
														69,750	8,784	-6,299	-99,431	0,2097	-0,150	-2,374
														69,800	8,344	-11,153	-93,934	0,1992	-0,266	-2,242
														69,850	7,669	-15,692	-86,708	0,1831	-0,375	-2,070
														69,900	6,775	-19,823	-77,597	0,1617	-0,473	-1,853
														69,950	5,686	-23,452	-66,759	0,1357	-0,560	-1,594
														70,000	4,430	-26,499	-53,250	0,1057	-0,633	-1,271
														70,050	3,036	-28,777	-36,128	0,0725	-0,687	-0,862
														70,100	1,552	-30,112	-17,907	0,0370	-0,719	-0,428
														70,150	0,025	-30,568	-1,414	6,0000E-4	-0,730	-0,034
														70,200	-1,505	-30,254	15,551	-0,0359	-0,722	0,371
														70,250	-3,000	-29,013	34,872	-0,0716	-0,693	0,833
														70,300	-4,406	-26,766	53,407	-0,1052	-0,639	1,275
														70,350	-5,677	-23,672	68,644	-0,1355	-0,565	1,639
														70,400	-6,773	-19,902	81,681	-0,1617	-0,475	1,950
														70,450	-7,667	-15,504	93,934	-0,1830	-0,370	2,243
														70,500	-8,324	-10,509	104,144	-0,1987	-0,251	2,486
														70,550	-8,718	-5,089	109,799	-0,2081	-0,121	2,621
														70,600	-8,833	0,471	108,542	-0,2109	0,011	2,591
														70,650	-8,671	5,765	102,102	-0,2070	0,138	2,437
														70,700	-8,256	10,681	95,033	-0,1971	0,255	2,269
														70,750	-7,603	15,268	87,336	-0,1815	0,365	2,085
														70,800	-6,729	19,415	77,597	-0,1607	0,463	1,852
														70,850	-5,661	23,028	66,445	-0,1352	0,550	1,586
														70,900	-4,427	26,060	53,250	-0,1057	0,622	1,271
														70,950	-3,055	28,353	36,914	-0,0729	0,677	0,881
														71,000	-1,591	29,751	19,007	-0,0380	0,710	0,454
														71,050	-0,080	30,254	1,885	-0,0019	0,722	0,045
														71,100	1,434	29,939	-14,608	0,0342	0,715	-0,349
														71,150	2,914	28,793	-32,358	0,0696	0,687	-0,772
														71,200	4,313	26,704	-50,108	0,1030	0,638	-1,196
														71,250	5,584	23,782	-64,717	0,1333	0,568	-1,545
														71,300	6,692	20,232	-76,498	0,1597	0,483	-1,826
														71,350	7,607	16,132	-86,708	0,1816	0,385	-2,070
														71,400	8,305	11,561	-95,190	0,1983	0,276	-2,272
														71,450	8,763	6,613	-100,374	0,2092	0,158	-2,396
														71,500	8,966	1,524	-101,945	0,2140	0,036	-2,434
														71,550	8,916	-3,581	-101,316	0,2128	-0,085	-2,419
														71,600	8,608	-8,608	-97,547	0,2055	-0,205	-2,329
														71,650	8,055	-13,336	-90,635	0,1923	-0,318	-2,164
														71,700	7,274	-17,671	-82,467	0,1737	-0,422	-1,969
														71,750	6,288	-21,583	-72,885	0,1501	-0,515	-1,740
														71,800	5,116	-24,960	-60,790	0,1221	-0,596	-1,451
														71,850	3,792	-27,662	-45,710	0,0905	-0,660	-1,091
														71,900	2,350	-29,531	-27,803	0,0561	-0,705	-0,664
														71,950	0,839	-30,442	-10,053	0,0200	-0,727	-0,240
														72,000	-0,694	-30,536	6,440	-0,0166	-0,729	0,154
														72,050	-2,215	-29,798	24,662	-0,0529	-0,711	0,589
														72,100	-3,674	-28,070	43,825	-0,0877	-0,670	1,046
														72,150	-5,022	-25,416	60,633	-0,1199	-0,607	1,447
														72,200	-6,216	-22,007	74,927	-0,1484	-0,525	1,789
														72,250	-7,223	-17,923	87,808	-0,1724	-0,428	2,096
														72,300	-8,008	-13,226	98,960	-0,1912	-0,316	2,363
														72,350	-8,545	-8,027	107,443	-0,2040	-0,192	2,565
														72,400	-8,811	-2,482	110,113	-0,2103	-0,059	2,629
														72,450	-8,793	2,985	105,715	-0,2099	0,071	2,524
														72,500	-8,512	8,090	98,960	-0,2032	0,193	2,362
														72,550	-7,984	12,881	91,892	-0,1906	0,307	2,194
														72,600	-7,224	17,279	82,938	-0,1725	0,412	1,980
														72,650	-6,256	21,174	72,571	-0,1494	0,506	1,733
														72,700	-5,107	24,536	60,790	-0,1219	0,586	1,451
														72,750	-3,803	27,253	46,181	-0,0908	0,651	1,102
														72,800	-2,381	29,154	28,589	-0,0569	0,696	0,682
														72,850	-0,888	30,112	10,681	-0,0212	0,719	0,255
														72,900	0,630	30,222	-5,655	0,0150	0,722	-0,135
														72,950	2,135	29,547	-22,777	0,0510	0,705	-0,544
														73,000	3,585	27,944	-41,155	0,0856	0,667	-0,983
														73,050	4,929	25,431	-57,648	0,1177	0,607	-1,376
														73,100	6,128	22,180	-70,686	0,1463	0,529	-1,688
														73,150	7,147	18,363	-81,367	0,1706	0,438	-1,942
														73,200	7,964	14,043	-90,792	0,1901	0,335	-2,167
														73,250	8,551	9,283	-97,861	0,2041	0,222	-2,336
														73,300	8,892	4,257	-101,788	0,2123	0,102	-2,430
														73,350	8,977	-0,895	-102,416	0,2143	-0,021	-2,445
														73,400	8,803	-5,985	-99,746	0,2101	-0,143	-2,381
														73,450	8,379	-10,870	-94,562	0,2000	-0,260	-2,258
														73,500	7,716	-15,441	-87,179	0,1842	-0,369	-2,081
														73,550	6,835	-19,588	-78,226	0,1632	-0,468	-1,867
														73,600	5,757	-23,264	-67,701	0,1374	-0,555	-1,616
														73,650	4,508	-26,358	-54,193	0,1076	-0,629	-1,294
														73,700	3,121	-28,683	-37,228	0,0745	-0,685	-0,889
														73,750	1,640	-30,081	-19,164	0,0391	-0,718	-0,457
														73,800	0,113	-30,599	-2,356	0,0027	-0,730	-0,056
														73,850	-1,420	-30,316	14,765	-0,0339	-0,724	0,352
														73,900	-2,919	-29,123	33,772	-0,0697	-0,695	0,806
														73,950	-4,332	-26,939	52,308	-0,1034	-0,643	1,249
														74,000	-5,612	-23,892	67,858	-0,1340	-0,570	1,620
														74,050	-6,721	-20,153	81,053	-0,1605	-0,481	1,935
														74,100	-7,628	-15,787	93,305	-0,1821	-0,377	2,227
														74,150	-8,300	-10,823	103,673	-0,1982	-0,258	2,475
														74,200	-8,710	-5,419	109,485	-0,2079	-0,129	2,614
														74,250	-8,842	0,126	108,699	-0,2111	0,003	2,595
														74,300	-8,698	5,451	102,887	-0,2076	0,130	2,456
														74,350	-8,297	10,414	95,662	-0,1981	0,249	2,284
														74,400	-7,656	15,017	87,965	-0,1828	0,359	2,100
														74,450	-6,795	19,211	78,540	-0,1622	0,459	1,875
														74,500	-5,735	22,871	67,073	-0,1369	0,546	1,601
														74,550	-4,508	25,918	54,193	-0,1076	0,619	1,294
														74,600	-3,143	28,290	38,327	-0,0750	0,675	0,915
														74,650	-1,679	29,751	19,792	-0,0401	0,710	0,473
														74,700	-0,168	30,269	2,670	-0,0040	0,723	0,064
														74,750	1,348	30,018	-13,352	0,0322	0,717	-0,319
														74,800	2,834	28,934	-31,416	0,0676	0,691	-0,750
														74,850	4,241	26,876	-49,323	0,1012	0,642	-1,177
														74,900	5,521	24,002	-64,089	0,1318	0,573	-1,530
														74,950	6,641	20,467	-76,184	0,1585	0,489	-1,819
														75,000	7,568	16,383	-86,394	0,1807	0,391	-2,063
														75,050	8,280	11,828	-94,876	0,1977	0,282	-2,265
														75,100	8,751	6,896	-100,217	0,2089	0,165	-2,392
														75,150	8,969	1,806	-102,102	0,2141	0,043	-2,437
														75,200	8,932	-3,314	-101,474	0,2132	-0,079	-2,423
														75,250	8,638	-8,341	-98,018	0,2062	-0,199	-2,340
														75,300	8,097	-13,116	-91,420	0,1933	-0,313	-2,182
														75,350	7,326	-17,483	-83,095	0,1749	-0,417	-1,984
														75,400	6,349	-21,426	-73,670	0,1516	-0,512	-1,759
														75,450	5,184	-24,850	-61,732	0,1237	-0,593	-1,474
														75,500	3,864	-27,599	-46,496	0,0922	-0,659	-1,110
														75,550	2,424	-29,500	-28,589	0,0579	-0,704	-0,682
														75,600	0,914	-30,458	-10,996	0,0218	-0,727	-0,263
														75,650	-0,622	-30,599	5,655	-0,0149	-0,731	0,135
														75,700	-2,146	-29,892	23,719	-0,0512	-0,714	0,566
														75,750	-3,611	-28,227	42,883	-0,0862	-0,674	1,024
														75,800	-4,968	-25,604	60,162	-0,1186	-0,611	1,436
														75,850	-6,172	-22,211	74,456	-0,1473	-0,530	1,777
														75,900	-7,190	-18,158	87,179	-0,1716	-0,434	2,081
														75,950	-7,988	-13,493	98,489	-0,1907	-0,322	2,351
														76,000	-8,539	-8,310	107,128	-0,2039	-0,198	2,558
														76,050	-8,818	-2,780	110,113	-0,2105	-0,066	2,629
														76,100	-8,817	2,702	106,500	-0,2105	0,064	2,543
														76,150	-8,548	7,870	99,903	-0,2041	0,188	2,385
														76,200	-8,030	12,692	92,363	-0,1917	0,303	2,205
														76,250	-7,279	17,106	83,566	-0,1738	0,408	1,995
														76,300	-6,319	21,049	73,356	-0,1509	0,502	1,751
														76,350	-5,174	24,442	61,418	-0,1235	0,583	1,466
														76,400	-3,875	27,191	46,967	-0,0925	0,649	1,121
														76,450	-2,455	29,138	29,374	-0,0586	0,696	0,701
														76,500	-0,961	30,128	11,467	-0,0230	0,719	0,274
														76,550	0,558	30,285	-4,712	0,0133	0,723	-0,113
														76,600	2,067	29,657	-21,991	0,0493	0,708	-0,525
														76,650	3,523	28,086	-40,369	0,0841	0,670	-0,964
														76,700	4,876	25,620	-56,863	0,1164	0,612	-1,357
														76,750	6,085	22,400	-70,372	0,1453	0,535	-1,680
														76,800	7,116	18,583	-81,053	0,1699	0,444	-1,935
														76,850	7,944	14,294	-90,321	0,1896	0,341	-2,156
														76,900	8,545	9,550	-98,018	0,2040	0,228	-2,340
														76,950	8,899	4,492	-101,945	0,2124	0,107	-2,434
														77,000	8,994	-0,644	-102,259	0,2147	-0,015	-2,441
														77,050	8,834	-5,733	-100,217	0,2109	-0,137	-2,392
														77,100	8,421	-10,666	-95,190	0,2010	-0,255	-2,273
														77,150	7,768	-15,252	-87,651	0,1854	-0,364	-2,093
														77,200	6,896	-19,431	-78,854	0,1646	-0,464	-1,882
														77,250	5,825	-23,138	-68,330	0,1390	-0,552	-1,631
														77,300	4,582	-26,264	-55,135	0,1094	-0,627	-1,316
														77,350	3,198	-28,651	-38,327	0,0763	-0,684	-0,915
														77,400	1,717	-30,096	-19,949	0,0410	-0,719	-0,476
														77,450	0,188	-30,646	-2,985	0,0045	-0,732	-0,071
														77,500	-1,348	-30,395	13,980	-0,0322	-0,726	0,334
														77,550	-2,851	-29,248	32,673	-0,0681	-0,698	0,780
														77,600	-4,273	-27,128	51,365	-0,1020	-0,648	1,226
														77,650	-5,564	-24,112	67,387	-0,1328	-0,576	1,609
														77,700	-6,684	-20,389	80,582	-0,1596	-0,487	1,924
														77,750	-7,603	-16,054	92,520	-0,1815	-0,383	2,209
														77,800	-8,289	-11,137	103,201	-0,1979	-0,266	2,464
														77,850	-8,716	-5,733	109,642	-0,2081	-0,137	2,617
														77,900	-8,862	-0,173	108,856	-0,2116	-0,004	2,599
														77,950	-8,734	5,152	103,358	-0,2085	0,123	2,467
														78,000	-8,347	10,163	96,761	-0,1993	0,243	2,310
														78,050	-7,717	14,828	88,750	-0,1842	0,354	2,119
														78,100	-6,864	19,038	79,011	-0,1639	0,455	1,886
														78,150	-5,814	22,729	67,858	-0,1388	0,543	1,620
														78,200	-4,591	25,824	54,978	-0,1096	0,617	1,313
														78,250	-3,231	28,227	39,270	-0,0771	0,674	0,937
														78,300	-1,769	29,751	21,049	-0,0422	0,710	0,502
														78,350	-0,256	30,332	3,613	-0,0061	0,724	0,086
														78,400	1,264	30,112	-12,723	0,0302	0,719	-0,304
														78,450	2,755	29,060	-30,473	0,0658	0,694	-0,728
														78,500	4,170	27,065	-48,223	0,0996	0,646	-1,151
														78,550	5,462	24,237	-63,460	0,1304	0,579	-1,515
														78,600	6,594	20,719	-75,870	0,1574	0,495	-1,811
														78,650	7,534	16,650	-85,766	0,1798	0,398	-2,048
														78,700	8,259	12,142	-94,248	0,1972	0,290	-2,250
														78,750	8,748	7,226	-100,374	0,2088	0,173	-2,396
														78,800	8,982	2,105	-102,416	0,2144	0,050	-2,445
														78,850	8,958	-3,016	-101,474	0,2139	-0,072	-2,423
														78,900	8,680	-8,042	-98,332	0,2072	-0,192	-2,348
														78,950	8,154	-12,849	-92,206	0,1947	-0,307	-2,201
														79,000	7,395	-17,263	-83,724	0,1765	-0,412	-1,999
														79,050	6,428	-21,221	-74,142	0,1534	-0,507	-1,770
														79,100	5,273	-24,677	-62,675	0,1259	-0,589	-1,496
														79,150	3,960	-27,489	-47,752	0,0945	-0,656	-1,140
														79,200	2,524	-29,452	-29,845	0,0603	-0,703	-0,712
														79,250	1,015	-30,473	-12,095	0,0242	-0,727	-0,289
														79,300	-0,523	-30,662	4,555	-0,0125	-0,732	0,109
														79,350	-2,051	-30,018	22,462	-0,0490	-0,717	0,536
														79,400	-3,525	-28,416	41,626	-0,0842	-0,678	0,994
														79,450	-4,893	-25,855	59,219	-0,1168	-0,617	1,414
														79,500	-6,110	-22,494	73,670	-0,1459	-0,537	1,759
														79,550	-7,142	-18,488	86,394	-0,1705	-0,441	2,063
														79,600	-7,959	-13,854	98,018	-0,1900	-0,331	2,340
														79,650	-8,528	-8,687	106,814	-0,2036	-0,207	2,550
														79,700	-8,828	-3,173	110,270	-0,2108	-0,076	2,633
														79,750	-8,845	2,340	107,128	-0,2112	0,056	2,557
														79,800	-8,594	7,540	100,531	-0,2052	0,180	2,400
														79,850	-8,091	12,394	92,991	-0,1932	0,296	2,220
														79,900	-7,354	16,839	84,038	-0,1756	0,402	2,006
														79,950	-6,407	20,797	73,985	-0,1530	0,497	1,766
														80,000	-5,275	24,237	62,518	-0,1259	0,579	1,492
														80,050	-3,984	27,049	48,223	-0,0951	0,646	1,151
														80,100	-2,570	29,060	30,788	-0,0614	0,694	0,735
														80,150	-1,078	30,128	12,723	-0,0257	0,719	0,304
														80,200	0,443	30,332	-3,613	0,0106	0,724	-0,086
														80,250	1,956	29,767	-20,577	0,0467	0,711	-0,491
														80,300	3,420	28,274	-38,956	0,0816	0,675	-0,930
														80,350	4,783	25,871	-55,763	0,1142	0,618	-1,331
														80,400	6,007	22,698	-69,429	0,1434	0,542	-1,658
														80,450	7,053	18,928	-80,268	0,1684	0,452	-1,916
														80,500	7,900	14,671	-89,850	0,1886	0,350	-2,145
														80,550	8,520	9,943	-97,704	0,2034	0,237	-2,332
														80,600	8,894	4,901	-101,788	0,2123	0,117	-2,430
														80,650	9,010	-0,236	-102,416	0,2151	-0,006	-2,445
														80,700	8,870	-5,341	-100,531	0,2118	-0,128	-2,400
														80,750	8,476	-10,289	-95,819	0,2023	-0,246	-2,287
														80,800	7,841	-14,923	-88,436	0,1872	-0,356	-2,111
														80,850	6,984	-19,132	-79,482	0,1667	-0,457	-1,898
														80,900	5,928	-22,871	-69,429	0,1415	-0,546	-1,658
														80,950	4,697	-26,075	-56,549	0,1121	-0,623	-1,350
														81,000	3,321	-28,526	-39,741	0,0793	-0,681	-0,949
														81,050	1,844	-30,049	-21,677	0,0440	-0,717	-0,518
														81,100	0,316	-30,693	-4,712	0,0075	-0,733	-0,113
														81,150	-1,225	-30,521	12,566	-0,0293	-0,729	0,300
														81,200	-2,736	-29,437	31,416	-0,0653	-0,703	0,750
														81,250	-4,169	-27,379	49,951	-0,0995	-0,654	1,193
														81,300	-5,474	-24,442	65,973	-0,1307	-0,583	1,575
														81,350	-6,613	-20,782	79,639	-0,1579	-0,496	1,901
														81,400	-7,552	-16,478	91,892	-0,1803	-0,393	2,194
														81,450	-8,261	-11,592	102,573	-0,1972	-0,277	2,449
														81,500	-8,712	-6,220	109,485	-0,2080	-0,149	2,614
														81,550	-8,883	-0,644	109,642	-0,2121	-0,015	2,618
														81,600	-8,776	4,744	104,301	-0,2095	0,113	2,490
														81,650	-8,408	9,786	97,389	-0,2007	0,234	2,325
														81,700	-7,797	14,483	89,535	-0,1862	0,346	2,138
														81,750	-6,960	18,740	79,639	-0,1662	0,447	1,901
														81,800	-5,923	22,447	68,644	-0,1414	0,536	1,639
														81,850	-4,716	25,604	56,549	-0,1126	0,611	1,350
														81,900	-3,363	28,102	40,841	-0,0803	0,671	0,975
														81,950	-1,905	29,688	22,462	-0,0455	0,709	0,536
														82,000	-0,394	30,348	5,184	-0,0094	0,724	0,124
														82,050	1,129	30,206	-11,153	0,0270	0,721	-0,266
														82,100	2,626	29,233	-28,746	0,0627	0,698	-0,686
														82,150	4,053	27,332	-46,810	0,0967	0,653	-1,118
