Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit (s)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
70,680	0,157	-0,079	16,690	0,0038	-0,002	0,398
70,700	0,159	0,275	16,690	0,0038	0,007	0,398
70,720	0,168	0,589	14,726	0,0040	0,014	0,352
70,740	0,182	0,864	15,708	0,0044	0,021	0,375
70,760	0,203	1,217	15,708	0,0048	0,029	0,375
70,780	0,231	1,492	13,744	0,0055	0,036	0,328
70,800	0,262	1,767	14,726	0,0063	0,042	0,352
70,820	0,302	2,081	15,708	0,0072	0,050	0,375
70,840	0,346	2,395	15,708	0,0083	0,057	0,375
70,860	0,397	2,710	13,744	0,0095	0,065	0,328
70,880	0,454	2,945	12,763	0,0108	0,070	0,305
70,900	0,515	3,220	14,726	0,0123	0,077	0,352
70,920	0,583	3,534	14,726	0,0139	0,084	0,352
70,940	0,657	3,809	13,744	0,0157	0,091	0,328
70,960	0,735	4,084	12,763	0,0176	0,098	0,305
70,980	0,820	4,320	11,781	0,0196	0,103	0,281
71,000	0,908	4,555	12,763	0,0217	0,109	0,305
71,020	1,002	4,830	13,744	0,0239	0,115	0,328
71,040	1,101	5,105	11,781	0,0263	0,122	0,281
71,060	1,206	5,301	9,817	0,0288	0,127	0,234
71,080	1,313	5,498	10,799	0,0314	0,131	0,258
71,100	1,426	5,733	10,799	0,0341	0,137	0,258
71,120	1,543	5,930	8,836	0,0368	0,142	0,211
71,140	1,663	6,087	8,836	0,0397	0,145	0,211
71,160	1,786	6,283	9,817	0,0426	0,150	0,234
71,180	1,915	6,480	7,854	0,0457	0,155	0,187
71,200	2,045	6,597	6,872	0,0488	0,157	0,164
71,220	2,179	6,754	6,872	0,0520	0,161	0,164
71,240	2,315	6,872	6,872	0,0553	0,164	0,164
71,260	2,454	7,029	6,872	0,0586	0,168	0,164
71,280	2,597	7,147	4,909	0,0620	0,171	0,117
71,300	2,739	7,226	4,909	0,0654	0,172	0,117
71,320	2,886	7,343	3,927	0,0689	0,175	0,094
71,340	3,033	7,383	2,945	0,0724	0,176	0,070
71,360	3,181	7,461	2,945	0,0759	0,178	0,070
71,380	3,332	7,501	0,982	0,0795	0,179	0,023
71,400	3,481	7,501	0,982	0,0831	0,179	0,023
71,420	3,632	7,540	0,982	0,0867	0,180	0,023
71,440	3,782	7,540	-0,982	0,0903	0,180	-0,023
71,460	3,933	7,501	-1,963	0,0939	0,179	-0,047
71,480	4,083	7,461	-0,982	0,0975	0,178	-0,023
71,500	4,232	7,461	-1,963	0,1010	0,178	-0,047
71,520	4,381	7,383	-4,909	0,1046	0,176	-0,117
71,540	4,527	7,265	-4,909	0,1081	0,173	-0,117
71,560	4,672	7,186	-5,890	0,1115	0,172	-0,141
71,580	4,814	7,029	-6,872	0,1149	0,168	-0,164
71,600	4,953	6,912	-5,890	0,1182	0,165	-0,141
71,620	5,091	6,794	-8,836	0,1215	0,162	-0,211
71,640	5,224	6,558	-9,817	0,1247	0,157	-0,234
71,660	5,353	6,401	-8,836	0,1278	0,153	-0,211
71,680	5,481	6,205	-10,799	0,1308	0,148	-0,258
71,700	5,601	5,969	-11,781	0,1337	0,142	-0,281
71,720	5,719	5,733	-11,781	0,1365	0,137	-0,281
71,740	5,831	5,498	-11,781	0,1392	0,131	-0,281
71,760	5,939	5,262	-13,744	0,1418	0,126	-0,328
71,780	6,041	4,948	-14,726	0,1442	0,118	-0,352
71,800	6,137	4,673	-14,726	0,1465	0,112	-0,352
71,820	6,228	4,359	-15,708	0,1487	0,104	-0,375
71,840	6,311	4,045	-15,708	0,1507	0,097	-0,375
71,860	6,390	3,731	-16,690	0,1526	0,089	-0,398
71,880	6,461	3,377	-16,690	0,1542	0,081	-0,398
71,900	6,525	3,063	-16,690	0,1558	0,073	-0,398
71,920	6,583	2,710	-18,653	0,1572	0,065	-0,445
71,940	6,633	2,317	-18,653	0,1584	0,055	-0,445
71,960	6,676	1,963	-17,671	0,1594	0,047	-0,422
71,980	6,712	1,610	-19,635	0,1602	0,038	-0,469
72,000	6,740	1,178	-20,617	0,1609	0,028	-0,492
72,020	6,759	0,785	-19,635	0,1614	0,019	-0,469
72,040	6,772	0,393	-19,635	0,1617	0,009	-0,469
72,060	6,775	0,000	-18,653	0,1617	0,000	-0,445
72,080	6,772	-0,353	-18,653	0,1617	-0,008	-0,445
72,100	6,761	-0,746	-18,653	0,1614	-0,018	-0,445
72,120	6,742	-1,100	-17,671	0,1610	-0,026	-0,422
72,140	6,717	-1,453	-18,653	0,1604	-0,035	-0,445
72,160	6,684	-1,846	-17,671	0,1596	-0,044	-0,422
72,180	6,643	-2,160	-15,708	0,1586	-0,052	-0,375
72,200	6,597	-2,474	-16,690	0,1575	-0,059	-0,398
72,220	6,544	-2,827	-16,690	0,1562	-0,067	-0,398
72,240	6,484	-3,142	-15,708	0,1548	-0,075	-0,375
72,260	6,418	-3,456	-14,726	0,1532	-0,082	-0,352
72,280	6,346	-3,731	-14,726	0,1515	-0,089	-0,352
72,300	6,269	-4,045	-15,708	0,1497	-0,097	-0,375
72,320	6,184	-4,359	-14,726	0,1476	-0,104	-0,352
72,340	6,095	-4,634	-13,744	0,1455	-0,111	-0,328
72,360	5,999	-4,909	-12,763	0,1432	-0,117	-0,305
72,380	5,898	-5,144	-11,781	0,1408	-0,123	-0,281
72,400	5,793	-5,380	-11,781	0,1383	-0,128	-0,281
72,420	5,683	-5,616	-11,781	0,1357	-0,134	-0,281
72,440	5,568	-5,851	-11,781	0,1329	-0,140	-0,281
72,460	5,449	-6,087	-10,799	0,1301	-0,145	-0,258
72,480	5,325	-6,283	-8,836	0,1271	-0,150	-0,211
72,500	5,198	-6,440	-8,836	0,1241	-0,154	-0,211
72,520	5,067	-6,637	-8,836	0,1210	-0,158	-0,211
72,540	4,932	-6,794	-6,872	0,1178	-0,162	-0,164
72,560	4,796	-6,912	-6,872	0,1145	-0,165	-0,164
72,580	4,656	-7,069	-7,854	0,1112	-0,169	-0,187
72,600	4,513	-7,226	-5,890	0,1077	-0,172	-0,141
72,620	4,367	-7,304	-3,927	0,1043	-0,174	-0,094
72,640	4,221	-7,383	-3,927	0,1008	-0,176	-0,094
72,660	4,072	-7,461	-2,945	0,0972	-0,178	-0,070
72,680	3,922	-7,501	-2,945	0,0936	-0,179	-0,070
72,700	3,771	-7,579	-2,945	0,0900	-0,181	-0,070
72,720	3,619	-7,618	-0,982	0,0864	-0,182	-0,023
72,740	3,467	-7,618	0,000	0,0828	-0,182	0,000
72,760	3,314	-7,618	0,000	0,0791	-0,182	0,000
72,780	3,162	-7,618	0,982	0,0755	-0,182	0,023
72,800	3,010	-7,579	2,945	0,0719	-0,181	0,070
72,820	2,859	-7,501	3,927	0,0683	-0,179	0,094
72,840	2,710	-7,422	2,945	0,0647	-0,177	0,070
72,860	2,562	-7,383	2,945	0,0612	-0,176	0,070
72,880	2,414	-7,304	5,890	0,0576	-0,174	0,141
72,900	2,270	-7,147	6,872	0,0542	-0,171	0,164
72,920	2,128	-7,029	5,890	0,0508	-0,168	0,141
72,940	1,989	-6,912	6,872	0,0475	-0,165	0,164
72,960	1,852	-6,754	7,854	0,0442	-0,161	0,187
72,980	1,718	-6,597	8,836	0,0410	-0,157	0,211
73,000	1,588	-6,401	9,817	0,0379	-0,153	0,234
73,020	1,462	-6,205	9,817	0,0349	-0,148	0,234
73,040	1,340	-6,008	10,799	0,0320	-0,143	0,258
73,060	1,222	-5,773	10,799	0,0292	-0,138	0,258
73,080	1,109	-5,576	10,799	0,0265	-0,133	0,258
73,100	0,999	-5,341	13,744	0,0239	-0,128	0,328
73,120	0,895	-5,027	14,726	0,0214	-0,120	0,352
73,140	0,798	-4,752	12,763	0,0191	-0,113	0,305
73,160	0,705	-4,516	12,763	0,0168	-0,108	0,305
73,180	0,617	-4,241	15,708	0,0147	-0,101	0,375
73,200	0,536	-3,888	16,690	0,0128	-0,093	0,398
73,220	0,462	-3,574	14,726	0,0110	-0,085	0,352
73,240	0,393	-3,299	15,708	0,0094	-0,079	0,375
73,260	0,330	-2,945	17,671	0,0079	-0,070	0,422
73,280	0,275	-2,592	17,671	0,0066	-0,062	0,422
73,300	0,226	-2,238	17,671	0,0054	-0,053	0,422
73,320	0,185	-1,885	17,671	0,0044	-0,045	0,422
73,340	0,151	-1,532	17,671	0,0036	-0,037	0,422
73,360	0,124	-1,178	17,671	0,0030	-0,028	0,422
73,380	0,104	-0,825	18,653	0,0025	-0,020	0,445
73,400	0,091	-0,432	18,653	0,0022	-0,010	0,445
73,420	0,086	-0,079	16,690	0,0021	-0,002	0,398
73,440	0,088	0,236	16,690	0,0021	0,006	0,398
73,460	0,096	0,589	17,671	0,0023	0,014	0,422
73,480	0,112	0,942	15,708	0,0027	0,023	0,375
73,500	0,134	1,217	14,726	0,0032	0,029	0,352
73,520	0,160	1,532	15,708	0,0038	0,037	0,375
73,540	0,195	1,846	15,708	0,0047	0,044	0,375
73,560	0,234	2,160	15,708	0,0056	0,052	0,375
73,580	0,281	2,474	14,726	0,0067	0,059	0,352
73,600	0,333	2,749	14,726	0,0080	0,066	0,352
73,620	0,391	3,063	15,708	0,0093	0,073	0,375
73,640	0,456	3,377	14,726	0,0109	0,081	0,352
73,660	0,526	3,652	13,744	0,0126	0,087	0,328
73,680	0,602	3,927	14,726	0,0144	0,094	0,352
73,700	0,683	4,241	13,744	0,0163	0,101	0,328
73,720	0,771	4,477	12,763	0,0184	0,107	0,305
73,740	0,862	4,752	13,744	0,0206	0,113	0,328
73,760	0,961	5,027	11,781	0,0230	0,120	0,281
73,780	1,063	5,223	11,781	0,0254	0,125	0,281
73,800	1,170	5,498	12,763	0,0279	0,131	0,305
73,820	1,283	5,733	9,817	0,0306	0,137	0,234
73,840	1,400	5,890	9,817	0,0334	0,141	0,234
73,860	1,519	6,126	10,799	0,0363	0,146	0,258
73,880	1,645	6,322	8,836	0,0393	0,151	0,211
73,900	1,772	6,480	8,836	0,0423	0,155	0,211
73,920	1,904	6,676	8,836	0,0455	0,159	0,211
73,940	2,039	6,833	7,854	0,0487	0,163	0,188
73,960	2,177	6,990	6,872	0,0520	0,167	0,164
73,980	2,318	7,108	5,890	0,0554	0,170	0,141
74,000	2,461	7,226	5,890	0,0588	0,172	0,141
74,020	2,608	7,343	5,890	0,0623	0,175	0,141
74,040	2,755	7,461	4,909	0,0658	0,178	0,117
74,060	2,906	7,540	2,945	0,0694	0,180	0,070
74,080	3,057	7,579	2,945	0,0730	0,181	0,070
74,100	3,209	7,658	2,945	0,0766	0,183	0,070
74,120	3,363	7,697	0,982	0,0803	0,184	0,023
74,140	3,517	7,697	1,367E-10	0,0840	0,184	3,264E-12
74,160	3,671	7,697	0,982	0,0876	0,184	0,023
74,180	3,825	7,736	-2,665E-13	0,0913	0,185	0,000
74,200	3,980	7,697	-2,945	0,0950	0,184	-0,070
74,220	4,133	7,618	-2,945	0,0987	0,182	-0,070
74,240	4,285	7,579	-1,963	0,1023	0,181	-0,047
74,260	4,436	7,540	-2,945	0,1059	0,180	-0,070
74,280	4,587	7,461	-5,890	0,1095	0,178	-0,141
74,300	4,734	7,304	-6,872	0,1130	0,174	-0,164
74,320	4,879	7,186	-6,872	0,1165	0,172	-0,164
74,340	5,022	7,029	-7,854	0,1199	0,168	-0,188
74,360	5,160	6,872	-7,854	0,1232	0,164	-0,188
74,380	5,297	6,715	-9,817	0,1265	0,160	-0,234
74,400	5,429	6,480	-10,799	0,1296	0,155	-0,258
74,420	5,556	6,283	-10,799	0,1326	0,150	-0,258
74,440	5,680	6,048	-12,763	0,1356	0,144	-0,305
74,460	5,798	5,773	-11,781	0,1384	0,138	-0,281
74,480	5,911	5,576	-11,781	0,1411	0,133	-0,281
74,500	6,021	5,301	-14,726	0,1437	0,127	-0,352
74,520	6,123	4,987	-14,726	0,1462	0,119	-0,352
74,540	6,220	4,712	-14,726	0,1485	0,113	-0,352
74,560	6,311	4,398	-16,690	0,1507	0,105	-0,398
74,580	6,396	4,045	-17,671	0,1527	0,097	-0,422
74,600	6,473	3,691	-16,690	0,1545	0,088	-0,398
74,620	6,544	3,377	-16,690	0,1562	0,081	-0,398
74,640	6,608	3,024	-18,653	0,1578	0,072	-0,445
74,660	6,665	2,631	-18,653	0,1591	0,063	-0,445
74,680	6,714	2,278	-18,653	0,1603	0,054	-0,445
74,700	6,756	1,885	-20,617	0,1613	0,045	-0,492
74,720	6,789	1,453	-20,617	0,1621	0,035	-0,492
74,740	6,814	1,060	-19,635	0,1627	0,025	-0,469
74,760	6,831	0,668	-19,635	0,1631	0,016	-0,469
74,780	6,841	0,275	-19,635	0,1633	0,007	-0,469
74,800	6,842	-0,118	-19,635	0,1634	-0,003	-0,469
74,820	6,836	-0,511	-19,635	0,1632	-0,012	-0,469
74,840	6,822	-0,903	-19,635	0,1629	-0,022	-0,469
74,860	6,800	-1,296	-18,653	0,1623	-0,031	-0,445
74,880	6,770	-1,649	-16,690	0,1616	-0,039	-0,398
74,900	6,734	-1,963	-16,690	0,1608	-0,047	-0,398
74,920	6,692	-2,317	-18,653	0,1598	-0,055	-0,445
74,940	6,641	-2,710	-17,671	0,1586	-0,065	-0,422
74,960	6,583	-3,024	-15,708	0,1572	-0,072	-0,375
74,980	6,520	-3,338	-15,708	0,1557	-0,080	-0,375
75,000	6,450	-3,652	-15,708	0,1540	-0,087	-0,375
75,020	6,374	-3,966	-15,708	0,1522	-0,095	-0,375
75,040	6,291	-4,280	-14,726	0,1502	-0,102	-0,352
75,060	6,203	-4,555	-14,726	0,1481	-0,109	-0,352
75,080	6,109	-4,869	-14,726	0,1458	-0,116	-0,352
75,100	6,008	-5,144	-12,763	0,1434	-0,123	-0,305
75,120	5,903	-5,380	-11,781	0,1409	-0,128	-0,281
75,140	5,793	-5,616	-12,763	0,1383	-0,134	-0,305
75,160	5,678	-5,890	-12,763	0,1356	-0,141	-0,305
75,180	5,557	-6,126	-9,817	0,1327	-0,146	-0,234
75,200	5,433	-6,283	-8,836	0,1297	-0,150	-0,211
75,220	5,306	-6,480	-10,799	0,1267	-0,155	-0,258
75,240	5,174	-6,715	-9,817	0,1235	-0,160	-0,234
75,260	5,038	-6,872	-7,854	0,1203	-0,164	-0,187
75,280	4,899	-7,029	-7,854	0,1170	-0,168	-0,188
75,300	4,756	-7,186	-6,872	0,1136	-0,172	-0,164
75,320	4,612	-7,304	-5,890	0,1101	-0,174	-0,141
75,340	4,464	-7,422	-4,909	0,1066	-0,177	-0,117
75,360	4,315	-7,501	-3,927	0,1030	-0,179	-0,094
75,380	4,164	-7,579	-4,909	0,0994	-0,181	-0,117
75,400	4,012	-7,697	-3,927	0,0958	-0,184	-0,094
75,420	3,856	-7,736	-1,963	0,0921	-0,185	-0,047
75,440	3,702	-7,775	-1,963	0,0884	-0,186	-0,047
75,460	3,545	-7,815	-6,906E-11	0,0846	-0,187	-1,640E-12
75,480	3,390	-7,775	0,982	0,0809	-0,186	0,023
75,500	3,234	-7,775	6,906E-11	0,0772	-0,186	1,649E-12
75,520	3,079	-7,775	0,982	0,0735	-0,186	0,023
75,540	2,923	-7,736	2,945	0,0698	-0,185	0,070
75,560	2,769	-7,658	3,927	0,0661	-0,183	0,094
75,580	2,617	-7,579	3,927	0,0625	-0,181	0,094
75,600	2,466	-7,501	4,909	0,0589	-0,179	0,117
75,620	2,317	-7,383	5,890	0,0553	-0,176	0,141
75,640	2,171	-7,265	6,872	0,0518	-0,173	0,164
75,660	2,026	-7,108	7,854	0,0484	-0,170	0,188
75,680	1,887	-6,951	6,872	0,0450	-0,166	0,164
75,700	1,748	-6,833	6,872	0,0417	-0,163	0,164
75,720	1,613	-6,676	9,817	0,0385	-0,159	0,234
75,740	1,481	-6,440	10,799	0,0354	-0,154	0,258
75,760	1,356	-6,244	9,817	0,0324	-0,149	0,234
75,780	1,232	-6,048	11,781	0,0294	-0,144	0,281
75,800	1,114	-5,773	12,763	0,0266	-0,138	0,305
75,820	1,001	-5,537	11,781	0,0239	-0,132	0,281
75,840	0,892	-5,301	12,763	0,0213	-0,127	0,305
75,860	0,789	-5,027	14,726	0,0188	-0,120	0,352
75,880	0,691	-4,712	14,726	0,0165	-0,113	0,352
75,900	0,600	-4,438	14,726	0,0143	-0,106	0,352
75,920	0,514	-4,123	15,708	0,0123	-0,098	0,375
75,940	0,435	-3,809	15,708	0,0104	-0,091	0,375
75,960	0,361	-3,495	16,690	0,0086	-0,083	0,398
75,980	0,295	-3,142	17,671	0,0071	-0,075	0,422
76,000	0,236	-2,788	17,671	0,0056	-0,067	0,422
76,020	0,184	-2,435	17,671	0,0044	-0,058	0,422
76,040	0,138	-2,081	18,653	0,0033	-0,050	0,445
76,060	0,101	-1,689	18,653	0,0024	-0,040	0,445
76,080	0,071	-1,335	17,671	0,0017	-0,032	0,422
76,100	0,047	-0,982	18,653	0,0011	-0,023	0,445
76,120	0,031	-0,589	19,635	7,5000E-4	-0,014	0,469
76,140	0,024	-0,196	18,653	5,6250E-4	-0,005	0,445
76,160	0,024	0,157	17,671	5,6250E-4	0,004	0,422
76,180	0,030	0,511	16,690	7,1250E-4	0,012	0,398
76,200	0,044	0,825	15,708	0,0011	0,020	0,375
76,220	0,063	1,139	15,708	0,0015	0,027	0,375
76,240	0,090	1,453	15,708	0,0021	0,035	0,375
76,260	0,121	1,767	16,690	0,0029	0,042	0,398
76,280	0,160	2,121	15,708	0,0038	0,051	0,375
76,300	0,206	2,395	14,726	0,0049	0,057	0,352
76,320	0,256	2,710	15,708	0,0061	0,065	0,375
76,340	0,314	3,024	15,708	0,0075	0,072	0,375
76,360	0,377	3,338	15,708	0,0090	0,080	0,375
76,380	0,448	3,652	13,744	0,0107	0,087	0,328
76,400	0,523	3,888	13,744	0,0125	0,093	0,328
76,420	0,603	4,202	15,708	0,0144	0,100	0,375
76,440	0,691	4,516	13,744	0,0165	0,108	0,328
76,460	0,784	4,752	11,781	0,0187	0,113	0,281
76,480	0,881	4,987	12,763	0,0210	0,119	0,305
76,500	0,983	5,262	13,744	0,0235	0,126	0,328
76,520	1,092	5,537	11,781	0,0261	0,132	0,281
76,540	1,205	5,733	10,799	0,0288	0,137	0,258
76,560	1,321	5,969	10,799	0,0315	0,142	0,258
76,580	1,444	6,165	9,817	0,0345	0,147	0,234
76,600	1,568	6,362	9,817	0,0374	0,152	0,234
76,620	1,698	6,558	8,836	0,0405	0,157	0,211
76,640	1,830	6,715	8,836	0,0437	0,160	0,211
76,660	1,967	6,912	7,854	0,0470	0,165	0,188
76,680	2,106	7,029	6,872	0,0503	0,168	0,164
76,700	2,248	7,186	7,854	0,0537	0,172	0,187
76,720	2,394	7,343	5,890	0,0572	0,175	0,141
76,740	2,542	7,422	4,909	0,0607	0,177	0,117
76,760	2,691	7,540	5,890	0,0642	0,180	0,141
76,780	2,843	7,658	3,927	0,0679	0,183	0,094
76,800	2,997	7,697	2,945	0,0716	0,184	0,070
76,820	3,151	7,775	2,945	0,0752	0,186	0,070
76,840	3,308	7,815	0,982	0,0790	0,187	0,023
76,860	3,464	7,815	0,982	0,0827	0,187	0,023
76,880	3,621	7,854	0,982	0,0864	0,187	0,023
76,900	3,778	7,854	-0,982	0,0902	0,187	-0,023
76,920	3,935	7,815	-1,963	0,0939	0,187	-0,047
76,940	4,090	7,775	-1,963	0,0977	0,186	-0,047
76,960	4,246	7,736	-1,963	0,1014	0,185	-0,047
76,980	4,400	7,697	-3,927	0,1050	0,184	-0,094
77,000	4,554	7,579	-6,872	0,1087	0,181	-0,164
77,020	4,703	7,422	-5,890	0,1123	0,177	-0,141
77,040	4,851	7,343	-4,909	0,1158	0,175	-0,117
77,060	4,997	7,226	-7,854	0,1193	0,172	-0,187
77,080	5,140	7,029	-9,817	0,1227	0,168	-0,234
77,100	5,278	6,833	-9,817	0,1260	0,163	-0,234
77,120	5,413	6,637	-9,817	0,1292	0,158	-0,234
77,140	5,543	6,440	-10,799	0,1323	0,154	-0,258
77,160	5,671	6,205	-12,763	0,1354	0,148	-0,305
77,180	5,792	5,930	-12,763	0,1383	0,142	-0,305
77,200	5,908	5,694	-11,781	0,1410	0,136	-0,281
77,220	6,019	5,459	-13,744	0,1437	0,130	-0,328
77,240	6,126	5,144	-15,708	0,1463	0,123	-0,375
77,260	6,225	4,830	-14,726	0,1486	0,115	-0,352
77,280	6,319	4,555	-15,708	0,1509	0,109	-0,375
77,300	6,407	4,202	-17,671	0,1530	0,100	-0,422
77,320	6,487	3,848	-16,690	0,1549	0,092	-0,398
77,340	6,561	3,534	-17,671	0,1566	0,084	-0,422
77,360	6,629	3,142	-19,635	0,1583	0,075	-0,469
77,380	6,687	2,749	-18,653	0,1596	0,066	-0,445
77,400	6,739	2,395	-18,653	0,1609	0,057	-0,445
77,420	6,783	2,003	-19,635	0,1619	0,048	-0,469
77,440	6,819	1,610	-20,617	0,1628	0,038	-0,492
77,460	6,847	1,178	-20,617	0,1635	0,028	-0,492
77,480	6,866	0,785	-19,635	0,1639	0,019	-0,469
77,500	6,879	0,393	-20,617	0,1642	0,009	-0,492
77,520	6,882	-0,039	-20,617	0,1643	-9,375E-4	-0,492
77,540	6,877	-0,432	-19,635	0,1642	-0,010	-0,469
77,560	6,864	-0,825	-18,653	0,1639	-0,020	-0,445
77,580	6,844	-1,178	-17,671	0,1634	-0,028	-0,422
77,600	6,817	-1,532	-18,653	0,1628	-0,037	-0,445
77,620	6,783	-1,924	-18,653	0,1619	-0,046	-0,445
77,640	6,740	-2,278	-17,671	0,1609	-0,054	-0,422
77,660	6,692	-2,631	-17,671	0,1598	-0,063	-0,422
77,680	6,635	-2,985	-16,690	0,1584	-0,071	-0,398
77,700	6,572	-3,299	-16,690	0,1569	-0,079	-0,398
77,720	6,503	-3,652	-16,690	0,1553	-0,087	-0,398
77,740	6,426	-3,966	-14,726	0,1534	-0,095	-0,352
77,760	6,344	-4,241	-14,726	0,1515	-0,101	-0,352
77,780	6,256	-4,555	-15,708	0,1494	-0,109	-0,375
77,800	6,162	-4,869	-14,726	0,1471	-0,116	-0,352
77,820	6,062	-5,144	-12,763	0,1447	-0,123	-0,305
77,840	5,956	-5,380	-12,763	0,1422	-0,128	-0,305
77,860	5,847	-5,655	-12,763	0,1396	-0,135	-0,305
77,880	5,730	-5,890	-11,781	0,1368	-0,141	-0,281
77,900	5,611	-6,126	-11,781	0,1340	-0,146	-0,281
77,920	5,485	-6,362	-9,817	0,1310	-0,152	-0,234
77,940	5,356	-6,519	-8,836	0,1279	-0,156	-0,211
77,960	5,224	-6,715	-9,817	0,1247	-0,160	-0,234
77,980	5,088	-6,912	-9,817	0,1215	-0,165	-0,234
78,000	4,948	-7,108	-8,836	0,1181	-0,170	-0,211
78,020	4,803	-7,265	-5,890	0,1147	-0,173	-0,141
78,040	4,657	-7,343	-4,909	0,1112	-0,175	-0,117
78,060	4,510	-7,461	-6,872	0,1077	-0,178	-0,164
78,080	4,359	-7,618	-5,890	0,1041	-0,182	-0,141
78,100	4,205	-7,697	-2,945	0,1004	-0,184	-0,070
78,120	4,051	-7,736	-2,945	0,0967	-0,185	-0,070
78,140	3,896	-7,815	-2,945	0,0930	-0,187	-0,070
78,160	3,738	-7,854	-1,963	0,0893	-0,187	-0,047
78,180	3,581	-7,893	-0,982	0,0855	-0,188	-0,023
78,200	3,423	-7,893	7,010E-11	0,0817	-0,188	1,674E-12
78,220	3,266	-7,893	0,982	0,0780	-0,188	0,023
78,240	3,107	-7,854	1,963	0,0742	-0,188	0,047
78,260	2,952	-7,815	1,963	0,0705	-0,187	0,047
78,280	2,794	-7,775	3,927	0,0667	-0,186	0,094
78,300	2,641	-7,658	4,909	0,0630	-0,183	0,117
78,320	2,488	-7,579	4,909	0,0594	-0,181	0,117
78,340	2,337	-7,461	5,890	0,0558	-0,178	0,141
78,360	2,190	-7,343	5,890	0,0523	-0,175	0,141
78,380	2,044	-7,226	5,890	0,0488	-0,173	0,141
78,400	1,901	-7,108	6,872	0,0454	-0,170	0,164
78,420	1,759	-6,951	9,817	0,0420	-0,166	0,234
78,440	1,623	-6,715	10,799	0,0387	-0,160	0,258
78,460	1,491	-6,519	8,836	0,0356	-0,156	0,211
78,480	1,362	-6,362	9,817	0,0325	-0,152	0,234
78,500	1,236	-6,126	11,781	0,0295	-0,146	0,281
78,520	1,117	-5,890	11,781	0,0267	-0,141	0,281
78,540	1,001	-5,655	12,763	0,0239	-0,135	0,305
78,560	0,891	-5,380	13,744	0,0213	-0,128	0,328
78,580	0,785	-5,105	13,744	0,0188	-0,122	0,328
78,600	0,686	-4,830	13,744	0,0164	-0,115	0,328
78,620	0,592	-4,555	15,708	0,0141	-0,109	0,375
78,640	0,504	-4,202	16,690	0,0120	-0,100	0,398
78,660	0,424	-3,888	15,708	0,0101	-0,093	0,375
78,680	0,349	-3,574	16,690	0,0083	-0,085	0,398
78,700	0,281	-3,220	17,671	0,0067	-0,077	0,422
78,720	0,220	-2,867	17,671	0,0053	-0,068	0,422
78,740	0,167	-2,513	17,671	0,0040	-0,060	0,422
78,760	0,119	-2,160	17,671	0,0029	-0,052	0,422
78,780	0,080	-1,806	18,653	0,0019	-0,043	0,445
78,800	0,047	-1,414	19,635	0,0011	-0,034	0,469
78,820	0,024	-1,021	18,653	5,6250E-4	-0,024	0,445
78,840	0,006	-0,668	18,653	1,5000E-4	-0,016	0,445
78,860	-0,003	-0,275	18,653	-7,5000E-5	-0,007	0,445
78,880	-0,005	0,079	16,690	-1,1250E-4	0,002	0,398
78,900	7,283E-15	0,393	16,690	4,9643E-17	0,009	0,398
78,920	0,011	0,746	17,671	2,6250E-4	0,018	0,422
78,940	0,030	1,100	17,671	7,1250E-4	0,026	0,422
78,960	0,055	1,453	15,708	0,0013	0,035	0,375
78,980	0,088	1,728	14,726	0,0021	0,041	0,352
79,000	0,124	2,042	16,690	0,0030	0,049	0,398
79,020	0,170	2,395	15,708	0,0041	0,057	0,375
79,040	0,220	2,670	14,726	0,0053	0,064	0,352
79,060	0,276	2,985	15,708	0,0066	0,071	0,375
79,080	0,339	3,299	15,708	0,0081	0,079	0,375
79,100	0,408	3,613	14,726	0,0098	0,086	0,352
79,120	0,484	3,888	13,744	0,0116	0,093	0,328
79,140	0,564	4,163	14,726	0,0135	0,099	0,352
79,160	0,650	4,477	14,726	0,0155	0,107	0,352
79,180	0,743	4,752	12,763	0,0177	0,113	0,305
79,200	0,840	4,987	12,763	0,0201	0,119	0,305
79,220	0,942	5,262	12,763	0,0225	0,126	0,305
79,240	1,051	5,498	11,781	0,0251	0,131	0,281
79,260	1,162	5,733	11,781	0,0278	0,137	0,281
79,280	1,280	5,969	10,799	0,0306	0,143	0,258
79,300	1,401	6,165	9,817	0,0335	0,147	0,234
79,320	1,527	6,362	9,817	0,0365	0,152	0,234
79,340	1,656	6,558	9,817	0,0395	0,157	0,234
79,360	1,789	6,754	8,836	0,0427	0,161	0,211
79,380	1,926	6,912	7,854	0,0460	0,165	0,188
79,400	2,066	7,069	7,854	0,0493	0,169	0,187
79,420	2,209	7,226	6,872	0,0527	0,172	0,164
79,440	2,355	7,343	5,890	0,0562	0,175	0,141
79,460	2,502	7,461	5,890	0,0597	0,178	0,141
79,480	2,653	7,579	5,890	0,0633	0,181	0,141
79,500	2,805	7,697	4,909	0,0670	0,184	0,117
79,520	2,961	7,775	2,945	0,0707	0,186	0,070
79,540	3,116	7,815	1,963	0,0744	0,187	0,047
79,560	3,274	7,854	1,963	0,0782	0,188	0,047
79,580	3,431	7,893	1,963	0,0819	0,188	0,047
79,600	3,589	7,933	0,982	0,0857	0,189	0,023
