Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)
430.850				1.282	13.839	-135.874	0.0306	0.330	-3.244	
430.900				1.745	1.649	-266.721	0.0417	0.039	-6.367	0.4
430.950				1.447	-12.833	-183.940	0.0345	-0.306	-4.391	
431.000	100.68	99.26	1.41	0.462	-16.745	84.352	0.0110	-0.400	2.014	0.4
431.050				-0.228	-4.398	282.429	-0.0054	-0.105	6.742	
431.100				0.022	11.498	204.989	5.2500E-4	0.274	4.894	0.4
431.150				0.922	16.101	-38.956	0.0220	0.384	-0.930	
431.200	161.46	99.27	62.20	1.632	7.603	-233.421	0.0390	0.182	-5.573	0.4
431.250				1.682	-7.241	-248.186	0.0402	-0.173	-5.925	
431.300				0.908	-17.216	-38.170	0.0217	-0.411	-0.911	0.4
431.350				-0.039	-11.058	228.551	-9.3750E-4	-0.264	5.456	
431.400	106.94	99.27	7.67	-0.198	5.639	270.963	-0.0047	0.135	6.469	0.4
431.450				0.525	16.038	66.602	0.0125	0.383	1.590	
431.500				1.406	12.299	-169.646	0.0336	0.294	-4.050	0.4
431.550				1.755	-0.927	-269.078	0.0419	-0.022	-6.424	
431.600	112.28	99.26	13.01	1.313	-14.608	-147.341	0.0314	-0.349	-3.517	0.4
431.650				0.294	-15.661	132.261	0.0070	-0.374	3.157	
431.700				-0.253	-1.382	290.598	-0.0060	-0.033	6.938	0.4
431.750				0.156	13.399	167.918	0.0037	0.320	4.009	
431.800	170.34	99.27	71.08	1.087	15.410	-82.624	0.0260	0.368	-1.973	0.4
431.850				1.696	5.137	-251.799	0.0405	0.123	-6.011	
431.900				1.601	-9.770	-225.252	0.0382	-0.233	-5.377	0.4
431.950				0.719	-17.389	13.509	0.0172	-0.415	0.322	
432.000	99.15	99.26	-0.12	-0.138	-8.419	257.611	-0.0033	-0.201	6.150	0.4
432.050				-0.123	8.372	248.343	-0.0029	0.200	5.929	
432.100				0.699	16.415	20.577	0.0167	0.392	0.491	0.4
432.150				1.519	10.430	-201.533	0.0363	0.249	-4.811	
432.200	131.17	99.26	31.90	1.742	-3.738	-264.994	0.0416	-0.089	-6.326	0.4
432.250				1.145	-16.069	-102.259	0.0273	-0.384	-2.441	
432.300				0.135	-13.964	177.343	0.0032	-0.333	4.234	0.4
432.350				-0.251	1.665	287.770	-0.0060	0.040	6.870	
432.400	131.50	99.27	32.23	0.302	14.813	126.763	0.0072	0.354	3.026	0.4
432.450				1.230	14.341	-121.894	0.0294	0.342	-2.910	
432.500				1.736	2.623	-264.051	0.0414	0.063	-6.304	0.4
432.550				1.492	-12.064	-196.350	0.0356	-0.288	-4.687	
432.600	98.09	99.27	-1.18	0.529	-17.012	65.502	0.0126	-0.406	1.564	0.4
432.650				-0.209	-5.513	277.403	-0.0050	-0.132	6.622	
432.700				-0.022	10.729	217.870	-5.2500E-4	0.256	5.201	0.4
432.750				0.864	16.273	-23.562	0.0206	0.389	-0.563	
432.800	152.22	99.27	52.95	1.605	8.372	-225.881	0.0383	0.200	-5.392	0.4
432.850				1.701	-6.315	-253.684	0.0406	-0.151	-6.056	
432.900				0.974	-16.996	-55.920	0.0233	-0.406	-1.335	0.4
432.950				0.002	-11.907	216.613	3.7500E-5	-0.284	5.171	
433.000	114.26	99.26	15.00	-0.217	4.665	277.246	-0.0052	0.111	6.619	0.4
433.050				0.468	15.818	81.839	0.0112	0.378	1.954	
433.100				1.365	12.849	-158.336	0.0326	0.307	-3.780	0.4
433.150				1.753	-0.016	-268.449	0.0419	-3.750E-4	-6.409	
433.200	104.82	99.26	5.56	1.363	-13.996	-160.850	0.0326	-0.334	-3.840	0.4
433.250				0.353	-16.101	115.454	0.0084	-0.384	2.756	
433.300				-0.247	-2.450	288.870	-0.0059	-0.058	6.896	0.4
433.350				0.108	12.786	181.427	0.0026	0.305	4.331	
433.400	161.13	99.27	61.87	1.032	15.692	-68.016	0.0246	0.375	-1.624	0.4
433.450				1.678	5.985	-246.615	0.0401	0.143	-5.888	
433.500				1.630	-8.969	-233.892	0.0389	-0.214	-5.584	0.4
433.550				0.781	-17.404	-3.299	0.0186	-0.416	-0.079	
433.600	102.42	99.26	3.15	-0.110	-9.299	249.443	-0.0026	-0.222	5.955	0.4
433.650				-0.149	7.540	256.668	-0.0036	0.180	6.127	
433.700				0.644	16.368	35.029	0.0154	0.391	0.836	0.4
433.750				1.488	11.043	-192.737	0.0355	0.264	-4.601	
433.800	159.92	99.27	60.66	1.748	-2.906	-267.193	0.0417	-0.069	-6.379	0.4
433.850				1.197	-15.677	-116.082	0.0286	-0.374	-2.771	
433.900				0.181	-14.514	164.148	0.0043	-0.346	3.919	0.4
433.950				-0.254	0.738	289.341	-0.0061	0.018	6.908	
434.000	143.14	99.27	43.87	0.254	14.420	139.801	0.0061	0.344	3.338	0.4
434.050				1.188	14.718	-110.584	0.0284	0.351	-2.640	
434.100				1.726	3.362	-262.009	0.0412	0.080	-6.255	0.4
434.150				1.524	-11.483	-205.303	0.0364	-0.274	-4.901	
434.200	97.79	99.26	-1.47	0.578	-17.169	51.836	0.0138	-0.410	1.237	0.4
434.250				-0.193	-6.299	273.162	-0.0046	-0.150	6.521	
434.300				-0.052	10.147	226.666	-0.0012	0.242	5.411	0.4
434.350				0.822	16.368	-12.252	0.0196	0.391	-0.293	
434.400	170.05	99.26	70.79	1.585	8.922	-220.697	0.0378	0.213	-5.269	0.4
434.450				1.714	-5.702	-257.925	0.0409	-0.136	-6.158	
434.500				1.015	-16.870	-67.230	0.0242	-0.403	-1.605	0.4
434.550				0.027	-12.425	209.073	6.3750E-4	-0.297	4.991	
434.600	123.88	99.27	24.61	-0.228	4.037	280.544	-0.0054	0.096	6.697	0.4
434.650				0.430	15.629	91.735	0.0103	0.373	2.190	
434.700				1.335	13.210	-150.639	0.0319	0.315	-3.596	0.4
434.750				1.751	0.565	-268.449	0.0418	0.014	-6.409	
434.800	128.95	99.26	29.68	1.392	-13.635	-168.861	0.0332	-0.325	-4.031	0.4
434.850				0.388	-16.321	105.558	0.0093	-0.390	2.520	
434.900				-0.240	-3.079	287.299	-0.0057	-0.073	6.859	0.4
434.950				0.080	12.409	189.438	0.0019	0.296	4.523	
435.000	168.09	99.27	68.82	1.001	15.865	-59.690	0.0239	0.379	-1.425	0.4
435.050				1.667	6.440	-243.788	0.0398	0.154	-5.820	
435.100				1.645	-8.514	-237.976	0.0393	-0.203	-5.681	0.4
435.150				0.815	-17.357	-12.723	0.0195	-0.414	-0.304	
435.200	108.91	99.26	9.64	-0.091	-9.786	243.945	-0.0022	-0.234	5.824	0.4
435.250				-0.163	7.037	261.067	-0.0039	0.168	6.233	
435.300				0.613	16.321	43.511	0.0146	0.390	1.039	0.4
435.350				1.469	11.388	-187.710	0.0351	0.272	-4.481	
435.400	149.23	99.26	49.97	1.751	-2.450	-268.449	0.0418	-0.058	-6.409	0.4
435.450				1.224	-15.457	-123.308	0.0292	-0.369	-2.944	
435.500				0.206	-14.781	156.923	0.0049	-0.353	3.746	0.4
435.550				-0.254	0.236	289.498	-0.0061	0.006	6.911	
435.600	154.90	99.27	55.63	0.229	14.169	146.712	0.0055	0.338	3.502	0.4
435.650				1.162	14.907	-103.516	0.0278	0.356	-2.471	
435.700				1.720	3.817	-259.810	0.0411	0.091	-6.203	0.4
435.750				1.544	-11.074	-210.644	0.0369	-0.264	-5.029	
435.800	103.28	99.27	4.01	0.613	-17.247	42.254	0.0146	-0.412	1.009	0.4
435.850				-0.181	-6.849	269.235	-0.0043	-0.163	6.427	
435.900				-0.072	9.676	232.321	-0.0017	0.231	5.546	0.4
435.950				0.787	16.383	-3.142	0.0188	0.391	-0.075	
436.000	165.50	99.27	66.23	1.566	9.362	-215.042	0.0374	0.224	-5.134	0.4
436.050				1.723	-5.121	-260.438	0.0411	-0.122	-6.217	
436.100				1.054	-16.682	-77.912	0.0252	-0.398	-1.860	0.4
436.150				0.055	-12.912	200.434	0.0013	-0.308	4.785	
436.200	103.73	99.26	4.47	-0.237	3.362	283.058	-0.0057	0.080	6.758	0.4
436.250				0.391	15.394	101.945	0.0093	0.368	2.434	
436.300				1.302	13.556	-140.743	0.0311	0.324	-3.360	0.4
436.350				1.747	1.319	-265.936	0.0417	0.031	-6.349	
436.400	117.68	99.26	18.41	1.434	-13.038	-179.699	0.0342	-0.311	-4.290	0.4
436.450				0.443	-16.650	90.164	0.0106	-0.398	2.152	
436.500				-0.231	-4.021	284.786	-0.0055	-0.096	6.799	0.4
436.550				0.041	11.828	200.905	9.7500E-4	0.282	4.796	
436.600	170.65	99.27	71.38	0.952	16.069	-46.653	0.0227	0.384	-1.114	0.4
436.650				1.648	7.163	-238.447	0.0393	0.171	-5.692	
436.700				1.668	-7.775	-244.416	0.0398	-0.186	-5.835	0.4
436.750				0.870	-17.279	-27.803	0.0208	-0.413	-0.664	
436.800	98.05	99.26	-1.21	-0.060	-10.556	234.520	-0.0014	-0.252	5.599	0.4
436.850				-0.185	6.173	267.193	-0.0044	0.147	6.379	
436.900				0.558	16.164	57.962	0.0133	0.386	1.384	0.4
436.950				1.431	11.969	-176.715	0.0342	0.286	-4.219	
437.000	137.81	99.26	38.54	1.755	-1.508	-269.078	0.0419	-0.036	-6.424	0.4
437.050				1.280	-14.938	-138.387	0.0306	-0.357	-3.304	
437.100				0.261	-15.347	141.215	0.0062	-0.366	3.371	0.4
437.150				-0.254	-0.817	290.126	-0.0061	-0.019	6.926	
437.200	125.54	99.27	26.27	0.179	13.666	160.850	0.0043	0.326	3.840	0.4
437.250				1.112	15.268	-89.850	0.0266	0.365	-2.145	
437.300				1.706	4.681	-255.569	0.0407	0.112	-6.101	0.4
437.350				1.580	-10.289	-220.383	0.0377	-0.246	-5.261	
437.400	99.27	99.26	0.01	0.677	-17.357	24.819	0.0162	-0.414	0.592	0.4
437.450				-0.156	-7.807	262.009	-0.0037	-0.186	6.255	
437.500				-0.104	8.844	241.746	-0.0025	0.211	5.771	0.4
437.550				0.729	16.368	12.409	0.0174	0.391	0.296	
437.600	157.70	99.27	58.43	1.533	10.085	-205.460	0.0366	0.241	-4.905	0.3
437.650				1.737	-4.178	-263.894	0.0415	-0.100	-6.300	
437.700				1.115	-16.305	-94.562	0.0266	-0.389	-2.258	0.3
437.750				0.107	-13.635	185.668	0.0026	-0.326	4.432	
437.800	109.81	99.26	10.54	-0.248	2.262	286.671	-0.0059	0.054	6.844	0.3
437.850				0.333	15.033	118.124	0.0080	0.359	2.820	
437.900				1.255	14.074	-128.491	0.0300	0.336	-3.067	0.3
437.950				1.740	2.183	-264.836	0.0416	0.052	-6.323	
438.000	108.70	99.26	9.44	1.473	-12.409	-191.009	0.0352	-0.296	-4.560	0.3
438.050				0.500	-16.917	74.142	0.0119	-0.404	1.770	
438.100				-0.218	-4.995	280.544	-0.0052	-0.119	6.697	0.3
438.150				1.221E-15	11.137	212.215	1.7087E-16	0.266	5.066	
438.200	156.07	99.27	56.80	0.895	16.226	-31.730	0.0214	0.387	-0.757	0.3
438.250				1.623	7.964	-230.907	0.0387	0.190	-5.513	
438.300				1.692	-6.864	-250.856	0.0404	-0.164	-5.989	0.3
438.350				0.936	-17.122	-45.710	0.0224	-0.409	-1.091	
438.400	100.32	99.26	1.06	-0.020	-11.435	223.210	-4.8750E-4	-0.273	5.329	0.3
438.450				-0.207	5.199	274.104	-0.0049	0.124	6.544	
438.500				0.500	15.975	73.513	0.0119	0.381	1.755	0.3
438.550				1.390	12.551	-165.405	0.0332	0.300	-3.949	
438.600	164.75	99.27	65.48	1.755	-0.565	-268.921	0.0419	-0.013	-6.420	0.3
438.650				1.334	-14.341	-152.682	0.0318	-0.342	-3.645	
438.700				0.320	-15.834	124.093	0.0077	-0.378	2.963	0.3
438.750				-0.250	-1.932	288.870	-0.0060	-0.046	6.896	
438.800	136.07	99.27	36.81	0.127	13.053	175.301	0.0030	0.312	4.185	0.3
438.850				1.056	15.598	-74.613	0.0252	0.372	-1.781	
438.900				1.687	5.592	-249.914	0.0403	0.133	-5.966	0.3
438.950				1.615	-9.393	-229.965	0.0386	-0.224	-5.490	
439.000	97.65	99.26	-1.61	0.748	-17.404	5.341	0.0179	-0.416	0.127	0.3
439.050				-0.126	-8.859	252.898	-0.0030	-0.212	6.037	
439.100				-0.138	7.885	252.113	-0.0033	0.188	6.019	0.3
439.150				0.663	16.352	29.531	0.0158	0.390	0.705	
439.200	170.82	99.27	71.55	1.497	10.839	-194.936	0.0357	0.259	-4.654	0.3
439.250				1.747	-3.142	-266.407	0.0417	-0.075	-6.360	
439.300				1.183	-15.802	-112.312	0.0282	-0.377	-2.681	0.3
439.350				0.167	-14.373	168.075	0.0040	-0.343	4.013	
439.400	117.37	99.27	18.10	-0.254	1.005	288.713	-0.0061	0.024	6.892	0.3
439.450				0.267	14.498	136.188	0.0064	0.346	3.251	
439.500				1.195	14.624	-112.312	0.0285	0.349	-2.681	0.3
439.550				1.729	3.267	-262.009	0.0413	0.078	-6.255	
439.600	137.02	99.26	37.75	1.522	-11.577	-204.518	0.0363	-0.276	-4.882	0.3
439.650				0.572	-17.185	54.350	0.0137	-0.410	1.297	
439.700				-0.196	-6.142	274.890	-0.0047	-0.147	6.563	0.3
439.750				-0.042	10.304	224.781	-0.0010	0.246	5.366	
439.800	163.88	99.27	64.61	0.834	16.336	-15.551	0.0199	0.390	-0.371	0.3
439.850				1.591	8.749	-221.954	0.0380	0.209	-5.299	
439.900				1.709	-5.859	-256.197	0.0408	-0.140	-6.116	0.3
439.950				1.005	-16.870	-64.403	0.0240	-0.403	-1.538	
440.000	104.42	99.26	5.16	0.022	-12.299	210.487	5.2500E-4	-0.294	5.025	0.3
440.050				-0.225	4.178	279.916	-0.0054	0.100	6.682	
440.100				0.440	15.692	89.378	0.0105	0.375	2.134	0.3
440.150				1.345	13.116	-152.839	0.0321	0.313	-3.649	
440.200	156.71	99.27	57.44	1.751	0.408	-267.978	0.0418	0.010	-6.398	0.3
440.250				1.385	-13.682	-166.819	0.0331	-0.327	-3.983	
440.300				0.383	-16.273	106.500	0.0092	-0.389	2.543	0.3
440.350				-0.242	-3.032	286.985	-0.0058	-0.072	6.851	
440.400	147.22	99.26	47.96	0.080	12.425	189.124	0.0019	0.297	4.515	0.3
440.450				1.001	15.881	-59.847	0.0239	0.379	-1.429	
440.500				1.668	6.440	-244.259	0.0398	0.154	-5.831	0.3
440.550				1.645	-8.545	-237.976	0.0393	-0.204	-5.681	
440.600	107.78	99.26	8.52	0.814	-17.357	-12.566	0.0194	-0.414	-0.300	0.3
440.650				-0.091	-9.802	243.159	-0.0022	-0.234	5.805	
440.700				-0.167	6.959	260.595	-0.0040	0.166	6.221	0.3
440.750				0.605	16.258	45.082	0.0144	0.388	1.076	
440.800	169.05	99.26	69.79	1.459	11.467	-185.040	0.0348	0.274	-4.418	0.3
440.850				1.751	-2.246	-268.606	0.0418	-0.054	-6.412	
440.900				1.235	-15.394	-126.606	0.0295	-0.367	-3.022	0.3
440.950				0.212	-14.907	155.352	0.0051	-0.356	3.709	
441.000	100.65	99.26	1.38	-0.256	0.141	290.283	-0.0061	0.003	6.930	0.3
441.050				0.226	14.121	147.812	0.0054	0.337	3.529	
441.100				1.156	14.923	-101.474	0.0276	0.356	-2.423	0.3
441.150				1.718	3.974	-258.396	0.0410	0.095	-6.169	
441.200	125.24	99.26	25.97	1.554	-10.917	-212.843	0.0371	-0.261	-5.081	0.3
441.250				0.627	-17.310	39.113	0.0150	-0.413	0.934	
441.300				-0.178	-7.006	269.235	-0.0042	-0.167	6.427	0.3
441.350				-0.074	9.613	234.049	-0.0018	0.229	5.588	
441.400	169.38	99.27	70.12	0.784	16.399	-2.199	0.0187	0.391	-0.052	0.3
441.450				1.566	9.393	-214.571	0.0374	0.224	-5.123	
441.500				1.723	-5.058	-259.967	0.0411	-0.121	-6.206	0.3
441.550				1.060	-16.603	-79.168	0.0253	-0.396	-1.890	
441.600	97.62	99.26	-1.64	0.063	-12.975	198.863	0.0015	-0.310	4.747	0.3
441.650				-0.237	3.283	284.314	-0.0057	0.078	6.787	
441.700				0.391	15.457	103.044	0.0093	0.369	2.460	0.3
441.750				1.308	13.587	-143.414	0.0312	0.324	-3.424	
441.800	145.64	99.27	46.37	1.750	1.115	-267.978	0.0418	0.027	-6.397	0.3
441.850				1.420	-13.210	-176.558	0.0339	-0.315	-4.215	
441.900				0.429	-16.540	93.934	0.0102	-0.395	2.242	0.3
441.950				-0.234	-3.817	284.943	-0.0056	-0.091	6.803	
442.000	119.27	99.27	20.00	0.047	11.954	198.706	0.0011	0.285	4.744	0.3
442.050				0.961	16.054	-49.480	0.0230	0.383	-1.181	
442.100				1.652	7.006	-240.018	0.0395	0.167	-5.730	0.3
442.150				1.662	-7.948	-242.845	0.0397	-0.190	-5.797	
442.200	101.80	99.26	2.54	0.858	-17.279	-24.819	0.0205	-0.413	-0.593	0.3
442.250				-0.066	-10.430	234.834	-0.0016	-0.249	5.606	
442.300				-0.185	6.205	264.994	-0.0044	0.148	6.326	0.3
442.350				0.554	16.069	58.120	0.0132	0.384	1.387	
442.400	163.97	99.27	64.71	1.422	12.017	-173.259	0.0339	0.287	-4.136	0.3
442.450				1.756	-1.257	-268.135	0.0419	-0.030	-6.401	
442.500				1.296	-14.797	-142.471	0.0309	-0.353	-3.401	0.3
442.550				0.276	-15.504	137.131	0.0066	-0.370	3.274	
442.600	104.78	99.26	5.52	-0.254	-1.084	290.283	-0.0061	-0.026	6.930	0.3
442.650				0.168	13.525	164.148	0.0040	0.323	3.919	
442.700				1.098	15.331	-85.923	0.0262	0.366	-2.051	0.3
442.750				1.701	4.932	-253.841	0.0406	0.118	-6.060	
442.800	114.94	99.26	15.68	1.591	-10.053	-223.367	0.0380	-0.240	-5.332	0.3
442.850				0.696	-17.404	20.106	0.0166	-0.415	0.480	
442.900				-0.149	-8.042	260.909	-0.0036	-0.192	6.229	0.3
442.950				-0.108	8.687	244.573	-0.0026	0.207	5.839	
443.000	148.50	99.27	49.23	0.719	16.415	14.923	0.0172	0.392	0.356	0.3
443.050				1.533	10.179	-204.989	0.0366	0.243	-4.894	
443.100				1.737	-4.084	-263.894	0.0415	-0.097	-6.300	0.3
443.150				1.125	-16.211	-96.447	0.0269	-0.387	-2.303	
443.200	98.46	99.26	-0.80	0.116	-13.729	183.312	0.0028	-0.328	4.376	0.3
443.250				-0.248	2.121	287.613	-0.0059	0.051	6.866	
443.300				0.328	15.033	120.166	0.0078	0.359	2.869	0.3
443.350				1.255	14.137	-128.334	0.0300	0.337	-3.064	
443.400	134.72	99.26	35.46	1.742	2.199	-264.994	0.0416	0.052	-6.326	0.3
443.450				1.475	-12.362	-191.009	0.0352	-0.295	-4.560	
443.500				0.506	-16.902	72.571	0.0121	-0.404	1.733	0.3
443.550				-0.215	-5.105	279.602	-0.0051	-0.122	6.675	
443.600	128.27	99.27	29.00	-0.005	11.058	213.628	-1.1250E-4	0.264	5.100	0.3
443.650				0.891	16.258	-30.631	0.0213	0.388	-0.731	
443.700				1.621	7.995	-230.907	0.0387	0.191	-5.513	0.3
443.750				1.690	-6.833	-251.013	0.0404	-0.163	-5.993	
443.800	98.58	99.26	-0.69	0.938	-17.106	-46.339	0.0224	-0.408	-1.106	0.3
443.850				-0.020	-11.467	222.425	-4.8750E-4	-0.274	5.310	
443.900				-0.209	5.137	273.947	-0.0050	0.123	6.540	0.3
443.950				0.493	15.928	74.927	0.0118	0.380	1.789	
444.000	169.62	99.27	70.35	1.384	12.629	-164.148	0.0330	0.302	-3.919	0.3
444.050				1.756	-0.487	-270.177	0.0419	-0.012	-6.450	
444.100				1.335	-14.389	-153.781	0.0319	-0.343	-3.671	0.3
444.150				0.317	-15.865	125.193	0.0076	-0.379	2.989	
444.200	111.82	99.26	12.56	-0.251	-1.869	289.655	-0.0060	-0.045	6.915	0.3
444.250				0.130	13.100	174.516	0.0031	0.313	4.166	
444.300				1.059	15.582	-75.241	0.0253	0.372	-1.796	0.3
444.350				1.689	5.576	-249.914	0.0403	0.133	-5.966	
444.400	144.60	99.27	45.34	1.616	-9.409	-230.122	0.0386	-0.225	-5.494	0.3
444.450				0.748	-17.436	5.969	0.0179	-0.416	0.142	
444.500				-0.127	-8.812	254.312	-0.0030	-0.210	6.071	0.3
444.550				-0.134	7.995	251.956	-0.0032	0.191	6.015	
444.600	158.80	99.27	59.53	0.672	16.383	27.332	0.0161	0.391	0.652	0.3
444.650				1.505	10.729	-197.449	0.0359	0.256	-4.714	
444.700				1.745	-3.362	-266.407	0.0417	-0.080	-6.360	0.3
444.750				1.169	-15.912	-108.699	0.0279	-0.380	-2.595	
444.800	101.34	99.27	2.07	0.154	-14.231	172.474	0.0037	-0.340	4.118	0.3
444.850				-0.254	1.335	289.498	-0.0061	0.032	6.911	
444.900				0.287	14.718	131.319	0.0069	0.351	3.135	0.3
444.950				1.217	14.467	-117.967	0.0291	0.345	-2.816	
445.000	162.50	99.27	63.23	1.734	2.922	-262.637	0.0414	0.070	-6.270	0.3
445.050				1.510	-11.797	-200.277	0.0360	-0.282	-4.781	
445.100				0.554	-17.106	59.062	0.0132	-0.408	1.410	0.3
445.150				-0.201	-5.890	275.518	-0.0048	-0.141	6.577	
445.200	139.68	99.27	40.41	-0.035	10.446	221.954	-8.2500E-4	0.249	5.299	0.3
445.250				0.844	16.305	-17.907	0.0201	0.389	-0.428	
445.300				1.596	8.655	-222.268	0.0381	0.207	-5.306	0.3
445.350				1.709	-5.922	-254.940	0.0408	-0.141	-6.086	
445.400	113.73	99.26	14.47	1.004	-16.839	-63.931	0.0240	-0.402	-1.526	0.3
445.450				0.025	-12.315	208.131	6.0000E-4	-0.294	4.969	
445.500				-0.228	3.974	278.502	-0.0054	0.095	6.649	0.3
445.550				0.423	15.535	93.148	0.0101	0.371	2.224	
445.600	170.67	99.27	71.41	1.326	13.289	-147.812	0.0317	0.317	-3.529	0.3
445.650				1.751	0.754	-268.292	0.0418	0.018	-6.405	
445.700				1.401	-13.540	-171.688	0.0335	-0.323	-4.099	0.3
445.750				0.397	-16.415	102.887	0.0095	-0.392	2.456	
445.800	119.96	99.27	20.69	-0.240	-3.252	286.985	-0.0057	-0.078	6.851	0.3
445.850				0.072	12.284	191.480	0.0017	0.293	4.571	
445.900				0.988	15.896	-56.392	0.0236	0.379	-1.346	0.3
445.950				1.662	6.644	-242.217	0.0397	0.159	-5.783	
446.000	133.70	99.26	34.44	1.652	-8.325	-240.175	0.0395	-0.199	-5.734	0.3
446.050				0.829	-17.373	-16.650	0.0198	-0.415	-0.397	
446.100				-0.085	-9.990	241.746	-0.0020	-0.238	5.771	0.3
446.150				-0.170	6.802	262.323	-0.0040	0.162	6.262	
446.200	165.64	99.27	66.37	0.595	16.242	47.752	0.0142	0.388	1.140	0.2
446.250				1.455	11.577	-183.155	0.0347	0.276	-4.373	
446.300				1.753	-2.073	-268.449	0.0419	-0.049	-6.409	0.2
446.350				1.247	-15.268	-129.434	0.0298	-0.364	-3.090	
446.400	98.36	99.26	-0.90	0.226	-15.017	151.896	0.0054	-0.358	3.626	0.2
446.450				-0.254	-0.079	290.755	-0.0061	-0.002	6.941	
446.500				0.218	14.059	150.797	0.0052	0.336	3.600	0.2
446.550				1.151	15.001	-100.217	0.0275	0.358	-2.393	
446.600	153.92	99.27	54.66	1.718	4.037	-258.553	0.0410	0.096	-6.172	0.2
446.650				1.555	-10.854	-213.157	0.0371	-0.259	-5.089	
446.700				0.633	-17.279	37.228	0.0151	-0.413	0.889	0.2
446.750				-0.173	-7.131	267.507	-0.0041	-0.170	6.386	
446.800	112.54	99.27	13.28	-0.080	9.472	235.620	-0.0019	0.226	5.625	0.2
446.850				0.774	16.431	0.314	0.0185	0.392	0.007	
446.900				1.563	9.503	-214.100	0.0373	0.227	-5.111	0.2
446.950				1.725	-4.979	-260.909	0.0412	-0.119	-6.229	
447.000	105.78	99.26	6.52	1.065	-16.588	-80.739	0.0254	-0.396	-1.927	0.2
447.050				0.066	-13.053	196.978	0.0016	-0.312	4.703	
447.100				-0.240	3.110	284.000	-0.0057	0.074	6.780	0.2
447.150				0.377	15.347	106.186	0.0090	0.366	2.535	
447.200	167.66	99.27	68.40	1.294	13.729	-139.801	0.0309	0.328	-3.338	0.2
447.250				1.750	1.367	-268.449	0.0418	0.033	-6.409	
447.300				1.431	-13.116	-179.856	0.0342	-0.313	-4.294	0.2
447.350				0.438	-16.619	91.106	0.0105	-0.397	2.175	
447.400	101.73	99.26	2.46	-0.231	-4.006	283.686	-0.0055	-0.096	6.772	0.2
447.450				0.038	11.750	200.591	9.0000E-4	0.281	4.789	
447.500				0.944	16.054	-44.611	0.0225	0.383	-1.065	0.2
447.550				1.643	7.289	-236.719	0.0392	0.174	-5.651	
447.600	121.87	99.27	22.61	1.673	-7.618	-245.673	0.0399	-0.182	-5.865	0.2
447.650				0.881	-17.279	-30.788	0.0210	-0.412	-0.735	
447.700				-0.055	-10.697	233.106	-0.0013	-0.255	5.565	0.2
447.750				-0.188	6.032	268.135	-0.0045	0.144	6.401	
447.800	140.83	99.27	41.56	0.548	16.116	60.476	0.0131	0.385	1.444	0.2
447.850				1.423	12.079	-174.516	0.0340	0.288	-4.166	
447.900				1.756	-1.335	-269.235	0.0419	-0.032	-6.427	0.2
447.950				1.290	-14.844	-140.901	0.0308	-0.354	-3.364	
448.000	97.67	99.26	-1.60	0.272	-15.425	139.173	0.0065	-0.368	3.323	0.2
448.050				-0.253	-0.927	290.755	-0.0060	-0.022	6.941	
448.100				0.179	13.650	161.949	0.0043	0.326	3.866	0.2
448.150				1.112	15.268	-89.221	0.0266	0.364	-2.130	
448.200	142.56	99.26	43.30	1.706	4.728	-253.998	0.0407	0.113	-6.064	0.2
448.250				1.585	-10.132	-220.540	0.0378	-0.242	-5.265	
448.300				0.693	-17.326	20.735	0.0165	-0.414	0.495	0.2
448.350				-0.148	-8.058	258.867	-0.0035	-0.192	6.180	
448.400	121.37	99.26	22.11	-0.113	8.561	244.102	-0.0027	0.204	5.827	0.2
448.450				0.708	16.352	17.593	0.0169	0.390	0.420	
448.500				1.522	10.320	-201.219	0.0363	0.246	-4.804	0.2
448.550				1.740	-3.770	-263.737	0.0416	-0.090	-6.296	
448.600	101.06	99.26	1.80	1.145	-16.054	-102.102	0.0273	-0.383	-2.437	0.2
448.650				0.135	-13.980	176.872	0.0032	-0.334	4.222	
448.700				-0.253	1.634	287.456	-0.0060	0.039	6.863	0.2
448.750				0.298	14.765	127.392	0.0071	0.353	3.041	
448.800	165.96	99.27	66.69	1.224	14.373	-120.323	0.0292	0.343	-2.873	0.2
448.850				1.736	2.733	-264.051	0.0414	0.065	-6.304	
448.900				1.497	-12.032	-197.763	0.0357	-0.287	-4.721	0.2
448.950				0.533	-17.043	64.874	0.0127	-0.407	1.549	
449.000	106.18	99.27	6.92	-0.207	-5.545	277.403	-0.0049	-0.132	6.623	0.2
449.050				-0.022	10.697	218.341	-5.2500E-4	0.255	5.212	
449.100				0.862	16.289	-22.934	0.0206	0.389	-0.547	0.2
449.150				1.607	8.404	-226.195	0.0384	0.201	-5.400	
449.200	153.36	99.27	54.09	1.703	-6.330	-253.998	0.0407	-0.151	-6.064	0.2
449.250				0.974	-16.996	-55.920	0.0233	-0.406	-1.335	
449.300				0.003	-11.922	216.299	7.5000E-5	-0.285	5.164	0.2
