Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit (s)	Absolutdruck 1 (kPa)	Absolutdruck 2 (kPa)	1-2 Druckdifferenz (kPa)	Winkel (rad)	Winkelgeschwindigkeit (rad/s)	Winkelbeschleunigung (rad/s²)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)	Temperatur (°C)
16.700				-0.232	3.613	281.644	-0.0055	0.086	6.724	26.1
16.750				0.405	15.441	98.175	0.0097	0.369	2.344	
16.800	169.17	99.27	69.90	1.312	13.430	-142.628	0.0313	0.321	-3.405	26.1
16.850				1.748	1.178	-265.465	0.0417	0.028	-6.338	
16.900				1.429	-13.116	-177.971	0.0341	-0.313	-4.249	26.1
16.950				0.437	-16.619	91.263	0.0104	-0.397	2.179	
17.000	107.97	99.26	8.70	-0.232	-3.990	283.058	-0.0055	-0.095	6.758	26.1
17.050				0.038	11.687	199.805	9.0000E-4	0.279	4.770	
17.100				0.936	15.991	-42.412	0.0224	0.382	-1.012	26.0
17.150				1.637	7.446	-232.792	0.0391	0.178	-5.557	
17.200	153.66	99.26	54.40	1.681	-7.289	-246.458	0.0401	-0.174	-5.884	26.0
17.250				0.908	-17.200	-38.013	0.0217	-0.411	-0.907	
17.300				-0.039	-11.090	226.980	-9.3750E-4	-0.265	5.419	26.0
17.350				-0.201	5.498	270.177	-0.0048	0.131	6.450	
17.400	152.36	99.26	53.10	0.511	15.928	69.429	0.0122	0.380	1.658	26.0
17.450				1.392	12.441	-164.777	0.0332	0.297	-3.934	
17.500				1.755	-0.550	-268.292	0.0419	-0.013	-6.405	26.0
17.550				1.337	-14.389	-153.153	0.0319	-0.343	-3.656	
17.600	99.16	99.26	-0.10	0.316	-15.865	124.721	0.0075	-0.379	2.978	25.9
17.650				-0.250	-1.916	287.456	-0.0060	-0.046	6.862	
17.700				0.124	12.881	174.201	0.0030	0.308	4.159	25.9
17.750				1.038	15.504	-69.272	0.0248	0.370	-1.654	
17.800	170.21	99.26	70.95	1.674	5.953	-243.945	0.0400	0.142	-5.824	25.9
17.850				1.634	-8.891	-233.892	0.0390	-0.212	-5.584	
17.900				0.785	-17.436	-4.869	0.0188	-0.416	-0.116	25.9
17.950				-0.110	-9.378	247.715	-0.0026	-0.224	5.914	
18.000	129.86	99.26	30.60	-0.152	7.336	255.569	-0.0036	0.175	6.101	25.8
18.050				0.624	16.179	39.741	0.0149	0.386	0.949	
18.100				1.466	11.310	-183.940	0.0350	0.270	-4.391	25.8
18.150				1.755	-2.215	-266.721	0.0419	-0.053	-6.367	
18.200	124.09	99.26	24.83	1.244	-15.362	-127.863	0.0297	-0.367	-3.053	25.8
18.250				0.218	-15.001	153.781	0.0052	-0.358	3.671	
18.300				-0.256	0.016	289.812	-0.0061	3.750E-4	6.919	25.8
18.350				0.220	13.980	149.069	0.0053	0.334	3.559	
18.400	171.46	99.26	72.19	1.142	14.923	-96.761	0.0273	0.356	-2.310	25.8
18.450				1.712	4.304	-254.626	0.0409	0.103	-6.079	
18.500				1.572	-10.540	-216.770	0.0375	-0.252	-5.175	25.7
18.550				0.658	-17.373	30.316	0.0157	-0.415	0.724	
18.600	111.52	99.26	12.26	-0.165	-7.508	264.365	-0.0039	-0.179	6.311	25.7
18.650				-0.093	9.064	238.133	-0.0022	0.216	5.685	
18.700				0.741	16.305	8.954	0.0177	0.389	0.214	25.7
18.750				1.538	9.959	-204.989	0.0367	0.238	-4.894	
18.800	147.84	99.26	48.58	1.737	-4.194	-262.323	0.0415	-0.100	-6.262	25.7
18.850				1.118	-16.273	-94.719	0.0267	-0.388	-2.261	
18.900				0.110	-13.666	183.469	0.0026	-0.326	4.380	25.7
18.950				-0.248	2.073	285.257	-0.0059	0.050	6.810	
19.000	157.65	99.26	58.39	0.317	14.860	121.108	0.0076	0.355	2.891	25.6
19.050				1.238	14.184	-122.993	0.0296	0.339	-2.936	
19.100				1.736	2.560	-262.794	0.0414	0.061	-6.274	25.6
19.150				1.494	-12.095	-195.878	0.0357	-0.289	-4.676	
19.200	102.73	99.26	3.48	0.526	-17.027	65.973	0.0126	-0.407	1.575	25.6
19.250				-0.209	-5.498	275.989	-0.0050	-0.131	6.589	
19.300				-0.024	10.571	216.770	-5.6250E-4	0.252	5.175	25.6
19.350				0.848	16.179	-19.321	0.0203	0.386	-0.461	
19.400	167.49	99.26	68.23	1.594	8.639	-220.697	0.0381	0.206	-5.269	25.6
19.450				1.712	-5.890	-255.726	0.0409	-0.141	-6.105	
19.500				1.005	-16.933	-64.089	0.0240	-0.404	-1.530	25.5
19.550				0.019	-12.299	210.644	4.5000E-4	-0.294	5.029	
19.600	104.18	99.26	4.92	-0.225	4.131	278.345	-0.0054	0.099	6.645	25.5
19.650				0.432	15.535	90.478	0.0103	0.371	2.160	
19.700				1.329	13.179	-146.712	0.0317	0.315	-3.503	25.5
19.750				1.750	0.864	-265.622	0.0418	0.021	-6.341	
19.800	118.41	99.26	19.15	1.415	-13.383	-173.887	0.0338	-0.319	-4.151	25.5
19.850				0.412	-16.525	98.175	0.0098	-0.394	2.344	
19.900				-0.237	-3.566	284.786	-0.0057	-0.085	6.799	25.5
19.950				0.055	11.954	194.622	0.0013	0.285	4.646	
20.000	172.73	99.27	73.46	0.958	15.896	-47.909	0.0229	0.380	-1.144	25.4
20.050				1.645	7.163	-234.677	0.0393	0.171	-5.602	
20.100				1.674	-7.571	-244.573	0.0400	-0.181	-5.839	25.4
20.150				0.888	-17.294	-32.201	0.0212	-0.413	-0.769	
20.200	98.05	99.26	-1.21	-0.055	-10.791	232.321	-0.0013	-0.258	5.546	25.4
20.250				-0.192	5.938	268.292	-0.0046	0.142	6.405	
20.300				0.539	16.038	62.361	0.0129	0.383	1.489	25.4
20.350				1.412	12.174	-170.274	0.0337	0.291	-4.065	
20.400	141.88	99.26	42.62	1.756	-0.990	-268.135	0.0419	-0.024	-6.401	25.3
20.450				1.313	-14.640	-146.712	0.0314	-0.350	-3.503	
20.500				0.292	-15.661	131.476	0.0070	-0.374	3.139	25.3
20.550				-0.253	-1.492	288.084	-0.0060	-0.036	6.877	
20.600	123.29	99.26	24.02	0.143	13.148	169.332	0.0034	0.314	4.042	25.3
20.650				1.062	15.441	-75.712	0.0254	0.369	-1.807	
20.700				1.687	5.576	-247.872	0.0403	0.133	-5.918	25.3
20.750				1.619	-9.346	-229.965	0.0387	-0.223	-5.490	
20.800	100.77	99.26	1.51	0.752	-17.420	4.084	0.0180	-0.416	0.098	25.3
20.850				-0.123	-8.938	251.328	-0.0029	-0.213	6.000	
20.900				-0.141	7.713	251.799	-0.0034	0.184	6.011	25.2
20.950				0.649	16.242	33.144	0.0155	0.388	0.791	
21.000	163.93	99.26	64.67	1.483	11.027	-189.595	0.0354	0.263	-4.526	25.2
21.050				1.751	-2.717	-266.721	0.0418	-0.065	-6.367	
21.100				1.211	-15.645	-119.538	0.0289	-0.373	-2.854	25.2
21.150				0.187	-14.671	162.106	0.0045	-0.350	3.870	
21.200	107.00	99.26	7.74	-0.256	0.565	288.556	-0.0061	0.014	6.889	25.2
21.250				0.243	14.184	141.686	0.0058	0.339	3.383	
21.300				1.162	14.734	-102.102	0.0277	0.352	-2.438	25.2
21.350				1.717	3.974	-255.883	0.0410	0.095	-6.109	
21.400	113.57	99.26	14.31	1.560	-10.854	-213.314	0.0372	-0.259	-5.093	25.1
21.450				0.631	-17.357	37.699	0.0151	-0.414	0.900	
21.500				-0.176	-7.084	267.821	-0.0042	-0.169	6.394	25.1
21.550				-0.077	9.425	233.735	-0.0018	0.225	5.580	
21.600	151.03	99.26	51.77	0.767	16.289	2.513	0.0183	0.389	0.060	25.1
21.650				1.552	9.676	-208.131	0.0370	0.231	-4.969	
21.700				1.734	-4.524	-261.067	0.0414	-0.108	-6.233	25.1
21.750				1.100	-16.431	-89.221	0.0263	-0.392	-2.130	
21.800	98.87	99.26	-0.39	0.091	-13.446	189.595	0.0022	-0.321	4.526	25.1
21.850				-0.245	2.529	284.943	-0.0058	0.060	6.802	
21.900				0.344	15.048	114.354	0.0082	0.359	2.730	25.0
21.950				1.260	13.964	-128.491	0.0301	0.333	-3.068	
22.000	171.03	99.26	71.77	1.740	2.199	-262.637	0.0416	0.053	-6.270	25.0
22.050				1.480	-12.299	-191.323	0.0353	-0.294	-4.567	
22.100				0.511	-16.933	70.686	0.0122	-0.404	1.687	25.0
22.150				-0.214	-5.231	277.246	-0.0051	-0.125	6.619	
22.200	128.06	99.26	28.80	-0.013	10.791	213.943	-3.0000E-4	0.258	5.108	25.0
22.250				0.866	16.164	-24.033	0.0207	0.386	-0.574	
22.300				1.604	8.388	-223.839	0.0383	0.200	-5.344	25.0
22.350				1.704	-6.220	-253.527	0.0407	-0.148	-6.052	
22.400	99.38	99.26	0.12	0.982	-16.965	-58.120	0.0234	-0.405	-1.388	24.9
22.450				0.008	-12.032	213.157	1.8750E-4	-0.287	5.089	
22.500				-0.221	4.351	276.146	-0.0053	0.104	6.593	24.9
22.550				0.443	15.582	87.493	0.0106	0.372	2.089	
22.600	170.72	99.27	71.46	1.337	13.100	-149.383	0.0319	0.313	-3.566	24.9
22.650				1.753	0.644	-266.878	0.0419	0.015	-6.371	
22.700				1.401	-13.587	-170.589	0.0334	-0.324	-4.073	24.9
22.750				0.394	-16.415	103.358	0.0094	-0.392	2.468	
22.800	110.26	99.26	11.00	-0.240	-3.252	285.571	-0.0057	-0.078	6.817	24.9
22.850				0.069	12.142	190.852	0.0016	0.290	4.556	
22.900				0.974	15.834	-51.993	0.0232	0.378	-1.241	24.8
22.950				1.652	6.943	-237.033	0.0395	0.166	-5.659	
23.000	150.74	99.26	51.49	1.668	-7.870	-242.845	0.0398	-0.188	-5.798	24.8
23.050				0.866	-17.342	-26.232	0.0207	-0.414	-0.626	
23.100				-0.066	-10.493	235.620	-0.0016	-0.250	5.625	24.8
23.150				-0.184	6.220	265.465	-0.0044	0.148	6.337	
23.200	155.98	99.26	56.72	0.556	16.054	57.805	0.0133	0.383	1.380	24.8
23.250				1.422	12.001	-172.002	0.0339	0.287	-4.106	
23.300				1.756	-1.147	-267.193	0.0419	-0.027	-6.379	24.7
23.350				1.307	-14.718	-144.670	0.0312	-0.351	-3.454	
23.400	100.11	99.26	0.85	0.284	-15.614	134.303	0.0068	-0.373	3.206	24.7
23.450				-0.254	-1.288	289.341	-0.0061	-0.031	6.908	
23.500				0.156	13.320	166.505	0.0037	0.318	3.975	24.7
23.550				1.078	15.362	-79.639	0.0257	0.367	-1.901	
23.600	168.98	99.26	69.72	1.692	5.356	-248.657	0.0404	0.128	-5.936	24.7
23.650				1.613	-9.503	-227.766	0.0385	-0.227	-5.437	
23.700				0.741	-17.420	7.383	0.0177	-0.416	0.176	24.7
23.750				-0.129	-8.765	253.370	-0.0031	-0.209	6.049	
23.800	133.11	99.26	33.85	-0.135	7.917	250.542	-0.0032	0.189	5.981	24.6
23.850				0.663	16.289	29.531	0.0158	0.389	0.705	
23.900				1.494	10.870	-192.580	0.0357	0.259	-4.597	24.6
23.950				1.750	-2.969	-265.936	0.0418	-0.071	-6.349	
24.000	120.67	99.26	21.41	1.197	-15.724	-115.611	0.0286	-0.375	-2.760	24.6
24.050				0.178	-14.530	164.148	0.0042	-0.347	3.919	
24.100				-0.256	0.691	287.770	-0.0061	0.016	6.870	24.6
24.150				0.247	14.247	140.429	0.0059	0.340	3.353	
24.200	172.32	99.26	73.05	1.169	14.734	-103.830	0.0279	0.352	-2.479	24.6
24.250				1.720	3.864	-257.140	0.0411	0.092	-6.139	
24.300				1.555	-10.980	-212.058	0.0371	-0.262	-5.062	24.5
24.350				0.622	-17.342	40.369	0.0149	-0.414	0.964	
24.400	98.07	99.26	-1.19	-0.179	-6.943	268.606	-0.0043	-0.166	6.412	24.5
24.450				-0.072	9.519	232.007	-0.0017	0.227	5.539	
24.500				0.773	16.258	0.942	0.0185	0.388	0.022	24.5
24.550				1.554	9.613	-208.602	0.0371	0.229	-4.980	
24.600	145.28	99.26	46.02	1.734	-4.602	-261.067	0.0414	-0.110	-6.232	24.5
24.650				1.093	-16.493	-87.651	0.0261	-0.394	-2.093	
24.700				0.085	-13.367	191.323	0.0020	-0.319	4.568	24.5
24.750				-0.243	2.639	284.157	-0.0058	0.063	6.784	
24.800	160.33	99.27	61.06	0.349	15.048	112.783	0.0083	0.359	2.692	24.4
24.850				1.261	13.917	-128.177	0.0301	0.332	-3.060	
24.900				1.740	2.231	-262.166	0.0416	0.053	-6.259	24.4
24.950				1.484	-12.299	-192.266	0.0354	-0.294	-4.590	
25.000	102.02	99.26	2.76	0.511	-16.996	71.157	0.0122	-0.406	1.699	24.4
25.050				-0.215	-5.184	278.974	-0.0051	-0.124	6.660	
25.100				-0.008	10.901	213.471	-1.8750E-4	0.260	5.096	24.4
25.150				0.875	16.164	-26.075	0.0209	0.386	-0.622	
25.200	165.99	99.26	66.73	1.608	8.294	-224.467	0.0384	0.198	-5.359	24.4
25.250				1.704	-6.283	-252.898	0.0407	-0.150	-6.038	
25.300				0.980	-16.996	-57.177	0.0234	-0.406	-1.365	24.3
25.350				0.005	-12.001	214.571	1.1250E-4	-0.286	5.122	
25.400	105.50	99.26	6.24	-0.220	4.461	276.303	-0.0052	0.106	6.596	24.3
25.450				0.451	15.629	85.766	0.0108	0.373	2.048	
25.500				1.343	13.038	-150.797	0.0321	0.311	-3.600	24.3
25.550				1.755	0.550	-266.564	0.0419	0.013	-6.364	
25.600	116.41	99.26	17.15	1.398	-13.619	-169.175	0.0334	-0.325	-4.039	24.3
25.650				0.393	-16.368	103.358	0.0094	-0.391	2.467	
25.700				-0.239	-3.283	284.471	-0.0057	-0.078	6.791	24.2
25.750				0.064	12.079	191.480	0.0015	0.288	4.571	
25.800	173.10	99.26	73.84	0.969	15.865	-50.894	0.0231	0.379	-1.215	24.2
25.850				1.651	6.990	-237.505	0.0394	0.167	-5.670	
25.900				1.668	-7.885	-243.317	0.0398	-0.188	-5.809	24.2
25.950				0.862	-17.342	-25.604	0.0206	-0.414	-0.611	
26.000	98.54	99.26	-0.72	-0.066	-10.446	235.463	-0.0016	-0.249	5.621	24.2
26.050				-0.182	6.205	264.836	-0.0043	0.148	6.322	
26.100				0.554	16.038	58.120	0.0132	0.383	1.387	24.2
26.150				1.422	12.017	-172.159	0.0339	0.287	-4.110	
26.200	139.82	99.26	40.56	1.756	-1.178	-267.978	0.0419	-0.028	-6.398	24.1
26.250				1.304	-14.781	-143.885	0.0311	-0.353	-3.435	
26.300				0.278	-15.567	136.502	0.0066	-0.372	3.259	24.1
26.350				-0.253	-1.131	289.341	-0.0060	-0.027	6.908	
26.400	125.82	99.26	26.56	0.165	13.367	164.148	0.0039	0.319	3.919	24.1
26.450				1.084	15.284	-80.582	0.0259	0.365	-1.924	
26.500				1.693	5.309	-248.029	0.0404	0.127	-5.921	24.1
26.550				1.615	-9.519	-227.766	0.0386	-0.227	-5.437	
26.600	100.35	99.26	1.09	0.741	-17.467	8.011	0.0177	-0.417	0.191	24.1
26.650				-0.132	-8.718	255.255	-0.0031	-0.208	6.094	
26.700				-0.130	8.058	250.385	-0.0031	0.192	5.978	24.0
26.750				0.674	16.321	26.861	0.0161	0.390	0.641	
26.800	169.86	99.27	70.59	1.502	10.744	-194.622	0.0359	0.256	-4.646	24.0
26.850				1.748	-3.142	-265.465	0.0417	-0.075	-6.337	
26.900				1.188	-15.802	-112.783	0.0284	-0.377	-2.693	24.0
26.950				0.168	-14.420	167.604	0.0040	-0.344	4.001	
27.000	108.64	99.26	9.38	-0.254	0.958	288.241	-0.0061	0.023	6.881	24.0
27.050				0.264	14.404	136.502	0.0063	0.344	3.259	
27.100				1.186	14.608	-108.542	0.0283	0.349	-2.591	24.0
27.150				1.725	3.550	-258.553	0.0412	0.085	-6.172	
27.200	111.62	99.26	12.36	1.541	-11.247	-208.131	0.0368	-0.269	-4.969	23.9
27.250				0.600	-17.263	45.553	0.0143	-0.412	1.088	
27.300				-0.185	-6.692	269.078	-0.0044	-0.160	6.424	23.9
27.350				-0.069	9.645	229.651	-0.0016	0.230	5.482	
27.400	153.26	99.26	53.99	0.779	16.273	-1.257	0.0186	0.388	-0.030	23.9
27.450				1.558	9.519	-210.958	0.0372	0.227	-5.036	
27.500				1.731	-4.822	-261.224	0.0413	-0.115	-6.236	23.9
27.550				1.076	-16.603	-83.409	0.0257	-0.396	-1.991	
27.600	99.57	99.26	0.31	0.071	-13.163	195.878	0.0017	-0.314	4.676	23.9
27.650				-0.240	2.985	283.843	-0.0057	0.071	6.776	
27.700				0.369	15.221	107.757	0.0088	0.363	2.573	23.8
27.750				1.282	13.760	-134.146	0.0306	0.329	-3.202	
27.800	170.05	99.26	70.79	1.745	1.806	-264.208	0.0417	0.043	-6.307	23.8
27.850				1.462	-12.661	-186.611	0.0349	-0.302	-4.455	
27.900				0.479	-16.855	79.797	0.0114	-0.402	1.905	23.8
27.950				-0.223	-4.681	280.544	-0.0053	-0.112	6.698	
28.000	130.95	99.26	31.69	0.011	11.200	207.345	2.6250E-4	0.267	4.950	23.8
28.050				0.897	16.054	-31.573	0.0214	0.383	-0.754	
28.100				1.616	8.042	-225.881	0.0386	0.192	-5.393	23.8
28.150				1.701	-6.535	-251.485	0.0406	-0.156	-6.004	
28.200	99.02	99.26	-0.24	0.963	-17.106	-52.308	0.0230	-0.408	-1.249	23.7
28.250				-0.009	-11.765	219.283	-2.2500E-4	-0.281	5.235	
28.300				-0.214	4.822	275.204	-0.0051	0.115	6.570	23.7
28.350				0.473	15.755	80.111	0.0113	0.376	1.912	
28.400	171.90	99.26	72.64	1.362	12.833	-155.823	0.0325	0.306	-3.720	23.7
28.450				1.756	0.173	-267.193	0.0419	0.004	-6.379	
28.500				1.379	-13.886	-163.991	0.0329	-0.332	-3.915	23.7
28.550				0.368	-16.226	110.741	0.0088	-0.387	2.644	
28.600	112.03	99.26	12.77	-0.243	-2.812	286.199	-0.0058	-0.067	6.832	23.7
28.650				0.086	12.394	185.668	0.0021	0.296	4.433	
28.700				0.996	15.755	-57.962	0.0238	0.376	-1.384	23.6
28.750				1.662	6.597	-239.861	0.0397	0.158	-5.726	
28.800	148.09	99.26	48.83	1.656	-8.231	-239.232	0.0395	-0.196	-5.711	23.6
28.850				0.839	-17.326	-19.321	0.0200	-0.414	-0.461	
28.900				-0.077	-10.163	237.976	-0.0018	-0.243	5.681	23.6
28.950				-0.178	6.472	262.637	-0.0042	0.154	6.270	
29.000	158.16	99.27	58.89	0.570	16.101	53.721	0.0136	0.384	1.283	23.6
29.050				1.433	11.844	-175.929	0.0342	0.283	-4.200	
29.100				1.755	-1.492	-268.292	0.0419	-0.036	-6.405	23.5
29.150				1.283	-14.985	-138.858	0.0306	-0.358	-3.315	
29.200	100.94	99.26	1.69	0.256	-15.378	141.686	0.0061	-0.367	3.383	23.5
29.250				-0.254	-0.817	288.713	-0.0061	-0.020	6.893	
29.300				0.174	13.493	160.378	0.0042	0.322	3.829	23.5
29.350				1.095	15.221	-83.566	0.0261	0.363	-1.995	
29.400	167.89	99.26	68.63	1.696	5.137	-249.128	0.0405	0.123	-5.947	23.5
29.450				1.608	-9.692	-225.881	0.0384	-0.231	-5.393	
29.500				0.727	-17.452	11.467	0.0174	-0.417	0.274	23.5
29.550				-0.137	-8.545	255.883	-0.0033	-0.204	6.109	
29.600	135.71	99.26	36.45	-0.127	8.137	248.029	-0.0030	0.194	5.921	23.4
29.650				0.677	16.258	25.918	0.0162	0.388	0.619	
29.700				1.499	10.729	-193.365	0.0358	0.256	-4.616	23.4
29.750				1.750	-3.079	-265.465	0.0418	-0.074	-6.337	
29.800	119.11	99.26	19.85	1.191	-15.818	-113.726	0.0284	-0.378	-2.715	23.4
29.850				0.168	-14.451	167.761	0.0040	-0.345	4.005	
29.900				-0.254	0.958	288.398	-0.0061	0.023	6.885	23.4
29.950				0.264	14.389	136.345	0.0063	0.344	3.255	
30.000	172.90	99.27	73.64	1.184	14.593	-107.914	0.0283	0.348	-2.576	23.4
30.050				1.723	3.597	-257.454	0.0411	0.086	-6.146	
30.100				1.544	-11.153	-208.759	0.0369	-0.266	-4.984	23.3
30.150				0.608	-17.279	43.982	0.0145	-0.412	1.050	
30.200	98.37	99.26	-0.89	-0.184	-6.754	269.706	-0.0044	-0.161	6.439	23.3
30.250				-0.068	9.692	230.436	-0.0016	0.231	5.501	
30.300				0.785	16.289	-2.356	0.0188	0.389	-0.056	23.3
30.350				1.561	9.456	-211.115	0.0373	0.226	-5.040	
30.400	142.97	99.26	43.71	1.731	-4.822	-259.810	0.0413	-0.115	-6.202	23.3
30.450				1.079	-16.525	-84.038	0.0258	-0.395	-2.006	
30.500				0.079	-13.226	192.737	0.0019	-0.316	4.601	23.3
30.550				-0.243	2.749	283.215	-0.0058	0.066	6.761	
30.600	161.85	99.26	62.59	0.353	15.095	111.370	0.0084	0.360	2.659	23.2
30.650				1.266	13.886	-130.062	0.0302	0.331	-3.105	
30.700				1.742	2.089	-263.580	0.0416	0.050	-6.293	23.2
30.750				1.475	-12.472	-190.224	0.0352	-0.298	-4.541	
30.800	101.41	99.26	2.15	0.495	-16.933	75.241	0.0118	-0.404	1.796	23.2
30.850				-0.218	-4.948	279.602	-0.0052	-0.118	6.675	
30.900				5.551E-16	11.027	210.644	1.8215E-17	0.263	5.029	23.2
30.950				0.884	16.116	-28.431	0.0211	0.385	-0.679	
31.000	164.78	99.26	65.52	1.612	8.184	-225.095	0.0385	0.195	-5.374	23.2
31.050				1.703	-6.393	-252.427	0.0407	-0.153	-6.026	
31.100				0.972	-17.059	-54.978	0.0232	-0.407	-1.312	23.1
31.150				-0.003	-11.891	216.613	-7.5000E-5	-0.284	5.171	
31.200	106.75	99.26	7.49	-0.217	4.602	275.047	-0.0052	0.110	6.566	23.1
31.250				0.457	15.614	83.409	0.0109	0.373	1.991	
31.300				1.345	12.943	-150.482	0.0321	0.309	-3.593	23.1
31.350				1.751	0.565	-265.151	0.0418	0.013	-6.330	
31.400	115.30	99.26	16.04	1.401	-13.572	-169.803	0.0335	-0.324	-4.054	23.1
31.450				0.394	-16.415	103.358	0.0094	-0.392	2.467	
31.500				-0.240	-3.236	286.042	-0.0057	-0.077	6.829	23.1
31.550				0.071	12.189	190.695	0.0017	0.291	4.552	
31.600	173.23	99.26	73.97	0.979	15.834	-53.250	0.0234	0.378	-1.271	23.0
31.650				1.654	6.864	-237.505	0.0395	0.164	-5.670	
31.700				1.665	-7.917	-241.746	0.0398	-0.189	-5.771	23.0
31.750				0.862	-17.310	-25.447	0.0206	-0.413	-0.607	
31.800	98.96	99.26	-0.30	-0.066	-10.462	235.148	-0.0016	-0.250	5.614	23.0
31.850				-0.184	6.205	265.151	-0.0044	0.148	6.330	
31.900				0.554	16.054	58.120	0.0132	0.383	1.388	23.0
31.950				1.422	12.017	-172.316	0.0339	0.287	-4.114	
32.000	138.37	99.26	39.11	1.756	-1.178	-267.350	0.0419	-0.028	-6.383	23.0
32.050				1.304	-14.718	-143.885	0.0311	-0.351	-3.435	
32.100				0.284	-15.567	133.989	0.0068	-0.372	3.199	22.9
32.150				-0.253	-1.319	287.927	-0.0060	-0.032	6.874	
32.200	126.78	99.26	27.52	0.152	13.226	166.662	0.0036	0.316	3.979	22.9
32.250				1.070	15.347	-77.440	0.0255	0.366	-1.849	
32.300				1.687	5.482	-247.244	0.0403	0.131	-5.902	22.9
32.350				1.618	-9.378	-229.179	0.0386	-0.224	-5.471	
32.400	100.07	99.26	0.81	0.749	-17.436	5.027	0.0179	-0.416	0.120	22.9
32.450				-0.126	-8.875	252.270	-0.0030	-0.212	6.022	
32.500				-0.138	7.791	251.013	-0.0033	0.186	5.993	22.9
32.550				0.653	16.226	31.887	0.0156	0.387	0.761	
32.600	170.26	99.27	71.00	1.484	10.980	-189.281	0.0354	0.262	-4.519	22.8
32.650				1.751	-2.702	-266.093	0.0418	-0.064	-6.353	
32.700				1.214	-15.629	-120.009	0.0290	-0.373	-2.865	22.8
32.750				0.188	-14.703	161.792	0.0045	-0.351	3.863	
32.800	109.20	99.26	9.94	-0.256	0.550	288.870	-0.0061	0.013	6.896	22.8
32.850				0.243	14.184	141.843	0.0058	0.339	3.386	
32.900				1.162	14.734	-102.102	0.0278	0.352	-2.438	22.8
32.950				1.717	3.974	-255.726	0.0410	0.095	-6.105	
33.000	111.50	99.26	12.24	1.560	-10.839	-213.157	0.0372	-0.259	-5.089	22.8
33.050				0.633	-17.342	36.914	0.0151	-0.414	0.881	
33.100				-0.174	-7.147	267.193	-0.0042	-0.171	6.379	22.7
33.150				-0.082	9.378	234.677	-0.0019	0.224	5.602	
33.200	154.25	99.26	54.98	0.763	16.321	3.142	0.0182	0.390	0.075	22.7
33.250				1.550	9.692	-208.288	0.0370	0.231	-4.973	
33.300				1.733	-4.508	-260.909	0.0414	-0.108	-6.229	22.7
33.350				1.100	-16.399	-89.378	0.0263	-0.392	-2.134	
33.400	99.84	99.26	0.59	0.093	-13.446	188.496	0.0022	-0.321	4.500	22.7
33.450				-0.245	2.450	284.471	-0.0058	0.058	6.791	
33.500				0.338	15.001	115.611	0.0081	0.358	2.760	22.7
33.550				1.255	14.012	-126.920	0.0300	0.334	-3.030	
33.600	170.17	99.26	70.91	1.739	2.309	-262.166	0.0415	0.055	-6.259	22.6
33.650				1.486	-12.205	-192.894	0.0355	-0.291	-4.605	
33.700				0.518	-16.980	68.330	0.0124	-0.405	1.631	22.6
33.750				-0.212	-5.372	276.617	-0.0051	-0.128	6.604	
33.800	130.96	99.26	31.70	-0.019	10.681	215.356	-4.5000E-4	0.255	5.141	22.6
33.850				0.856	16.164	-21.677	0.0204	0.386	-0.517	
33.900				1.598	8.514	-222.268	0.0381	0.203	-5.306	22.6
33.950				1.707	-6.063	-254.940	0.0408	-0.145	-6.086	
34.000	99.02	99.26	-0.23	0.991	-16.980	-60.633	0.0237	-0.405	-1.448	22.6
34.050				0.009	-12.127	213.314	2.2500E-4	-0.289	5.092	
34.100				-0.221	4.351	277.403	-0.0053	0.104	6.622	22.5
34.150				0.445	15.614	87.179	0.0106	0.373	2.081	
34.200	172.09	99.26	72.83	1.340	13.069	-150.011	0.0320	0.312	-3.581	22.5
34.250				1.751	0.613	-266.564	0.0418	0.015	-6.364	
34.300				1.401	-13.587	-170.432	0.0335	-0.324	-4.069	22.5
34.350				0.393	-16.431	103.987	0.0094	-0.392	2.482	
34.400	112.80	99.26	13.54	-0.242	-3.189	286.356	-0.0058	-0.076	6.836	22.5
34.450				0.074	12.205	189.595	0.0018	0.291	4.526	
34.500				0.979	15.771	-53.250	0.0234	0.377	-1.271	22.5
34.550				1.651	6.880	-236.248	0.0394	0.164	-5.640	
34.600	147.83	99.26	48.57	1.667	-7.854	-242.060	0.0398	-0.187	-5.779	22.4
34.650				0.866	-17.326	-26.389	0.0207	-0.414	-0.630	
34.700				-0.066	-10.493	235.305	-0.0016	-0.250	5.618	22.4
34.750				-0.184	6.205	265.308	-0.0044	0.148	6.334	
34.800	158.95	99.26	59.69	0.554	16.038	58.120	0.0132	0.383	1.388	22.4
34.850				1.420	12.017	-171.374	0.0339	0.287	-4.091	
34.900				1.756	-1.100	-266.878	0.0419	-0.026	-6.371	22.4
34.950				1.310	-14.671	-145.299	0.0313	-0.350	-3.469	
35.000	103.26	99.26	4.00	0.289	-15.629	132.889	0.0069	-0.373	3.173	22.4
35.050				-0.253	-1.382	288.870	-0.0060	-0.033	6.896	
35.100				0.151	13.258	167.604	0.0036	0.317	4.001	22.3
35.150				1.073	15.378	-78.069	0.0256	0.367	-1.864	
35.200	167.63	99.26	68.36	1.689	5.451	-247.558	0.0403	0.130	-5.910	22.3
