Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit (s)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
14,000	0,43	0,03	-0,77
14,020	0,43	0,02	-0,54
14,040	0,43	0,01	-0,54
14,060	0,43	0,00	-0,54
14,080	0,43	-0,01	-0,53
14,100	0,43	-0,02	-0,65
14,120	0,43	-0,04	-0,65
14,140	0,43	-0,05	-0,54
14,160	0,43	-0,06	-0,53
14,180	0,43	-0,07	-0,66
14,200	0,43	-0,09	-0,43
14,220	0,43	-0,09	-0,42
14,240	0,42	-0,10	-0,54
14,260	0,42	-0,11	-0,42
14,280	0,42	-0,12	-0,65
14,300	0,42	-0,14	-0,67
14,320	0,42	-0,15	-0,32
14,340	0,41	-0,15	-0,32
14,360	0,41	-0,16	-0,32
14,380	0,41	-0,16	-0,32
14,400	0,40	-0,17	-0,43
14,420	0,40	-0,18	-0,43
14,440	0,40	-0,19	-0,44
14,460	0,39	-0,20	-0,22
14,480	0,39	-0,20	-0,10
14,500	0,38	-0,20	-0,32
14,520	0,38	-0,21	-0,33
14,540	0,38	-0,22	-0,11
14,560	0,37	-0,21	-0,10
14,580	0,37	-0,22	-0,22
14,600	0,36	-0,22	-0,22
14,620	0,36	-0,23	-0,12
14,640	0,35	-0,23	0,11
14,660	0,35	-0,22	0,11
14,680	0,34	-0,22	-0,01
14,700	0,34	-0,22	0,11
14,720	0,33	-0,22	0,11
14,740	0,33	-0,22	-0,01
14,760	0,33	-0,22	0,10
14,780	0,32	-0,22	0,22
14,800	0,32	-0,21	0,22
14,820	0,31	-0,21	0,21
14,840	0,31	-0,20	0,32
14,860	0,31	-0,19	0,33
14,880	0,30	-0,19	0,21
14,900	0,30	-0,19	0,32
14,920	0,29	-0,18	0,43
14,940	0,29	-0,17	0,43
14,960	0,29	-0,16	0,43
14,980	0,28	-0,15	0,43
15,000	0,28	-0,14	0,32
15,020	0,28	-0,14	0,31
15,040	0,28	-0,13	0,65
15,060	0,27	-0,11	0,65
15,080	0,27	-0,10	0,43
15,100	0,27	-0,10	0,53
15,120	0,27	-0,08	0,65
15,140	0,27	-0,07	0,65
15,160	0,26	-0,06	0,54
15,180	0,26	-0,05	0,43
15,200	0,26	-0,04	0,53
15,220	0,26	-0,03	0,65
15,240	0,26	-0,01	0,54
15,260	0,26	0,00	0,53
15,280	0,26	0,01	0,64
15,300	0,26	0,02	0,64
15,320	0,26	0,03	0,65
15,340	0,26	0,05	0,54
15,360	0,26	0,06	0,53
15,380	0,27	0,07	0,65
15,400	0,27	0,08	0,54
15,420	0,27	0,09	0,43
15,440	0,27	0,10	0,54
15,460	0,27	0,11	0,54
15,480	0,28	0,12	0,43
15,500	0,28	0,13	0,43
15,520	0,28	0,14	0,43
15,540	0,28	0,15	0,54
15,560	0,29	0,16	0,54
15,580	0,29	0,17	0,43
15,600	0,29	0,18	0,43
15,620	0,30	0,18	0,33
15,640	0,30	0,19	0,21
15,660	0,30	0,19	0,21
15,680	0,31	0,20	0,21
15,700	0,31	0,20	0,33
15,720	0,32	0,21	0,22
15,740	0,32	0,21	0,10
15,760	0,32	0,21	0,33
15,780	0,33	0,22	0,22
15,800	0,33	0,22	3,18E-13
15,820	0,34	0,22	2,48E-13
15,840	0,34	0,22	-3,47E-14
15,860	0,35	0,22	0,00
15,880	0,35	0,22	-2,83E-13
15,900	0,36	0,22	0,01
15,920	0,36	0,22	-0,10
15,940	0,36	0,22	-0,22
15,960	0,37	0,21	-0,11
15,980	0,37	0,22	-0,10
16,000	0,38	0,21	-0,22
16,020	0,38	0,21	-0,10
