Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1
Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität
91,180;1,678;0,000;0,000;0,0401;0,000;0,000;;
91,190;1,678;0,000;0,000;0,0401;0,000;0,000;;
91,200;1,678;0,000;3,927;0,0401;0,000;0,094;0,1;0,09
91,210;1,678;0,079;3,927;0,0401;0,002;0,094;;
91,220;1,679;0,079;-3,927;0,0401;0,002;-0,094;;
91,230;1,679;0,000;-3,927;0,0401;0,000;-0,094;;
91,240;1,679;0,000;0,000;0,0401;0,000;0,000;;
91,250;1,679;0,000;0,000;0,0401;0,000;0,000;0,1;0,09
91,260;1,679;0,000;0,000;0,0401;0,000;0,000;;
91,270;1,679;0,000;0,000;0,0401;0,000;0,000;;
91,280;1,679;0,000;0,000;0,0401;0,000;0,000;;
91,290;1,679;0,000;3,927;0,0401;0,000;0,094;;
91,300;1,679;0,079;3,927;0,0401;0,002;0,094;0,1;0,09
91,310;1,681;0,079;-3,927;0,0401;0,002;-0,094;;
91,320;1,681;0,000;-3,927;0,0401;0,000;-0,094;;
91,330;1,681;0,000;0,000;0,0401;0,000;0,000;;
91,340;1,681;0,000;0,000;0,0401;0,000;0,000;;
91,350;1,681;0,000;0,000;0,0401;0,000;0,000;0,1;0,09
91,360;1,681;0,000;0,000;0,0401;0,000;0,000;;
91,370;1,681;0,000;0,000;0,0401;0,000;0,000;;
91,380;1,681;0,000;0,000;0,0401;0,000;0,000;;
91,390;1,681;0,000;0,000;0,0401;0,000;0,000;;
91,400;1,681;0,000;0,000;0,0401;0,000;0,000;0,1;0,09
91,410;1,681;0,000;0,000;0,0401;0,000;0,000;;
91,420;1,681;0,000;0,000;0,0401;0,000;0,000;;
91,430;1,681;0,000;0,000;0,0401;0,000;0,000;;
91,440;1,681;0,000;0,000;0,0401;0,000;0,000;;
91,450;1,681;0,000;3,927;0,0401;0,000;0,094;0,1;0,09
91,460;1,681;0,079;3,927;0,0401;0,002;0,094;;
91,470;1,682;0,079;-3,927;0,0402;0,002;-0,094;;
91,480;1,682;0,000;-3,927;0,0402;0,000;-0,094;;
91,490;1,682;0,000;0,000;0,0402;0,000;0,000;;
91,500;1,682;0,000;0,000;0,0402;0,000;0,000;0,1;0,09
91,510;1,682;0,000;0,000;0,0402;0,000;0,000;;
91,520;1,682;0,000;0,000;0,0402;0,000;0,000;;
91,530;1,682;0,000;0,000;0,0402;0,000;0,000;;
91,540;1,682;0,000;0,000;0,0402;0,000;0,000;;
91,550;1,682;0,000;0,000;0,0402;0,000;0,000;0,1;0,09
91,560;1,682;0,000;0,000;0,0402;0,000;0,000;;
91,570;1,682;0,000;0,000;0,0402;0,000;0,000;;
91,580;1,682;0,000;0,000;0,0402;0,000;0,000;;
91,590;1,682;0,000;0,000;0,0402;0,000;0,000;;
91,600;1,682;0,000;3,927;0,0402;0,000;0,094;0,1;0,10
91,610;1,682;0,079;3,927;0,0402;0,002;0,094;;
91,620;1,684;0,079;-3,927;0,0402;0,002;-0,094;;
91,630;1,684;0,000;-3,927;0,0402;0,000;-0,094;;
91,640;1,684;0,000;0,000;0,0402;0,000;0,000;;
91,650;1,684;0,000;0,000;0,0402;0,000;0,000;0,1;0,09
91,660;1,684;0,000;0,000;0,0402;0,000;0,000;;
91,670;1,684;0,000;0,000;0,0402;0,000;0,000;;
91,680;1,684;0,000;0,000;0,0402;0,000;0,000;;
91,690;1,684;0,000;3,927;0,0402;0,000;0,094;;
91,700;1,684;0,079;3,927;0,0402;0,002;0,094;0,1;0,10
91,710;1,685;0,079;-3,927;0,0402;0,002;-0,094;;
91,720;1,685;0,000;-3,927;0,0402;0,000;-0,094;;
91,730;1,685;0,000;0,000;0,0402;0,000;0,000;;
91,740;1,685;0,000;0,000;0,0402;0,000;0,000;;
91,750;1,685;0,000;0,000;0,0402;0,000;0,000;0,1;0,10
91,760;1,685;0,000;0,000;0,0402;0,000;0,000;;
91,770;1,685;0,000;3,927;0,0402;0,000;0,094;;
91,780;1,685;0,079;3,927;0,0402;0,002;0,094;;
91,790;1,687;0,079;-3,927;0,0403;0,002;-0,094;;
91,800;1,687;0,000;-3,927;0,0403;0,000;-0,094;0,1;0,10
91,810;1,687;0,000;0,000;0,0403;0,000;0,000;;
91,820;1,687;0,000;0,000;0,0403;0,000;0,000;;
91,830;1,687;0,000;0,000;0,0403;0,000;0,000;;
91,840;1,687;0,000;3,927;0,0403;0,000;0,094;;
91,850;1,687;0,079;3,927;0,0403;0,002;0,094;0,1;0,10
91,860;1,689;0,079;-3,927;0,0403;0,002;-0,094;;
91,870;1,689;0,000;-3,927;0,0403;0,000;-0,094;;
91,880;1,689;0,000;0,000;0,0403;0,000;0,000;;
91,890;1,689;0,000;0,000;0,0403;0,000;0,000;;
91,900;1,689;0,000;0,000;0,0403;0,000;0,000;0,1;0,10
91,910;1,689;0,000;0,000;0,0403;0,000;0,000;;
91,920;1,689;0,000;3,927;0,0403;0,000;0,094;;
91,930;1,689;0,079;3,927;0,0403;0,002;0,094;;
91,940;1,690;0,079;-3,927;0,0404;0,002;-0,094;;
91,950;1,690;0,000;-3,927;0,0404;0,000;-0,094;0,1;0,10
91,960;1,690;0,000;0,000;0,0404;0,000;0,000;;
91,970;1,690;0,000;3,927;0,0404;0,000;0,094;;
91,980;1,690;0,079;3,927;0,0404;0,002;0,094;;
91,990;1,692;0,079;-3,927;0,0404;0,002;-0,094;;
92,000;1,692;0,000;-3,927;0,0404;0,000;-0,094;0,1;0,10
92,010;1,692;0,000;0,000;0,0404;0,000;0,000;;
92,020;1,692;0,000;3,927;0,0404;0,000;0,094;;
92,030;1,692;0,079;3,927;0,0404;0,002;0,094;;
92,040;1,693;0,079;-3,927;0,0404;0,002;-0,094;;
92,050;1,693;0,000;-3,927;0,0404;0,000;-0,094;0,1;0,10
92,060;1,693;0,000;3,927;0,0404;0,000;0,094;;
92,070;1,693;0,079;3,927;0,0404;0,002;0,094;;
92,080;1,695;0,079;-3,927;0,0405;0,002;-0,094;;
92,090;1,695;0,000;-3,927;0,0405;0,000;-0,094;;
92,100;1,695;0,000;0,000;0,0405;0,000;0,000;0,1;0,10
92,110;1,695;0,000;0,000;0,0405;0,000;0,000;;
92,120;1,695;0,000;0,000;0,0405;0,000;0,000;;
92,130;1,695;0,000;0,000;0,0405;0,000;0,000;;
92,140;1,695;0,000;0,000;0,0405;0,000;0,000;;
92,150;1,695;0,000;3,927;0,0405;0,000;0,094;0,1;0,11
92,160;1,695;0,079;3,927;0,0405;0,002;0,094;;
92,170;1,696;0,079;-3,927;0,0405;0,002;-0,094;;
92,180;1,696;0,000;-3,927;0,0405;0,000;-0,094;;
92,190;1,696;0,000;0,000;0,0405;0,000;0,000;;
92,200;1,696;0,000;0,000;0,0405;0,000;0,000;0,1;0,11
92,210;1,696;0,000;0,000;0,0405;0,000;0,000;;
92,220;1,696;0,000;3,927;0,0405;0,000;0,094;;
92,230;1,696;0,079;3,927;0,0405;0,002;0,094;;
92,240;1,698;0,079;-3,927;0,0405;0,002;-0,094;;
92,250;1,698;0,000;-3,927;0,0405;0,000;-0,094;0,1;0,11
92,260;1,698;0,000;0,000;0,0405;0,000;0,000;;
92,270;1,698;0,000;0,000;0,0405;0,000;0,000;;
92,280;1,698;0,000;0,000;0,0405;0,000;0,000;;
92,290;1,698;0,000;3,927;0,0405;0,000;0,094;;
92,300;1,698;0,079;3,927;0,0405;0,002;0,094;0,1;0,11
92,310;1,700;0,079;-3,927;0,0406;0,002;-0,094;;
92,320;1,700;0,000;-3,927;0,0406;0,000;-0,094;;
92,330;1,700;0,000;0,000;0,0406;0,000;0,000;;
92,340;1,700;0,000;0,000;0,0406;0,000;0,000;;
92,350;1,700;0,000;0,000;0,0406;0,000;0,000;0,1;0,11
92,360;1,700;0,000;0,000;0,0406;0,000;0,000;;
92,370;1,700;0,000;3,927;0,0406;0,000;0,094;;
92,380;1,700;0,079;3,927;0,0406;0,002;0,094;;
92,390;1,701;0,079;-3,927;0,0406;0,002;-0,094;;
92,400;1,701;0,000;-3,927;0,0406;0,000;-0,094;0,1;0,12
92,410;1,701;0,000;0,000;0,0406;0,000;0,000;;
92,420;1,701;0,000;0,000;0,0406;0,000;0,000;;
92,430;1,701;0,000;0,000;0,0406;0,000;0,000;;
92,440;1,701;0,000;0,000;0,0406;0,000;0,000;;
92,450;1,701;0,000;0,000;0,0406;0,000;0,000;0,1;0,12
92,460;1,701;0,000;0,000;0,0406;0,000;0,000;;
92,470;1,701;0,000;3,927;0,0406;0,000;0,094;;
92,480;1,701;0,079;3,927;0,0406;0,002;0,094;;
92,490;1,703;0,079;-3,927;0,0407;0,002;-0,094;;
92,500;1,703;0,000;-3,927;0,0407;0,000;-0,094;0,1;0,12
92,510;1,703;0,000;0,000;0,0407;0,000;0,000;;
92,520;1,703;0,000;0,000;0,0407;0,000;0,000;;
92,530;1,703;0,000;0,000;0,0407;0,000;0,000;;
92,540;1,703;0,000;0,000;0,0407;0,000;0,000;;
92,550;1,703;0,000;3,927;0,0407;0,000;0,094;0,1;0,12
92,560;1,703;0,079;3,927;0,0407;0,002;0,094;;
92,570;1,704;0,079;-3,927;0,0407;0,002;-0,094;;
92,580;1,704;0,000;-3,927;0,0407;0,000;-0,094;;
92,590;1,704;0,000;0,000;0,0407;0,000;0,000;;
92,600;1,704;0,000;0,000;0,0407;0,000;0,000;0,1;0,12
92,610;1,704;0,000;0,000;0,0407;0,000;0,000;;
92,620;1,704;0,000;0,000;0,0407;0,000;0,000;;
92,630;1,704;0,000;0,000;0,0407;0,000;0,000;;
92,640;1,704;0,000;3,927;0,0407;0,000;0,094;;
92,650;1,704;0,079;3,927;0,0407;0,002;0,094;0,1;0,13
92,660;1,706;0,079;-3,927;0,0407;0,002;-0,094;;
92,670;1,706;0,000;-3,927;0,0407;0,000;-0,094;;
92,680;1,706;0,000;0,000;0,0407;0,000;0,000;;
92,690;1,706;0,000;0,000;0,0407;0,000;0,000;;
92,700;1,706;0,000;3,927;0,0407;0,000;0,094;0,1;0,13
92,710;1,706;0,079;3,927;0,0407;0,002;0,094;;
92,720;1,707;0,079;-3,927;0,0408;0,002;-0,094;;
92,730;1,707;0,000;-3,927;0,0408;0,000;-0,094;;
92,740;1,707;0,000;0,000;0,0408;0,000;0,000;;
92,750;1,707;0,000;0,000;0,0408;0,000;0,000;0,1;0,13
92,760;1,707;0,000;0,000;0,0408;0,000;0,000;;
92,770;1,707;0,000;0,000;0,0408;0,000;0,000;;
92,780;1,707;0,000;0,000;0,0408;0,000;0,000;;
92,790;1,707;0,000;3,927;0,0408;0,000;0,094;;
92,800;1,707;0,079;3,927;0,0408;0,002;0,094;0,1;0,14
92,810;1,709;0,079;-3,927;0,0408;0,002;-0,094;;
92,820;1,709;0,000;-3,927;0,0408;0,000;-0,094;;
92,830;1,709;0,000;3,927;0,0408;0,000;0,094;;
92,840;1,709;0,079;3,927;0,0408;0,002;0,094;;
92,850;1,711;0,079;-3,927;0,0408;0,002;-0,094;0,1;0,14
92,860;1,711;0,000;-3,927;0,0408;0,000;-0,094;;
92,870;1,711;0,000;0,000;0,0408;0,000;0,000;;
92,880;1,711;0,000;0,000;0,0408;0,000;0,000;;
92,890;1,711;0,000;0,000;0,0408;0,000;0,000;;
92,900;1,711;0,000;0,000;0,0408;0,000;0,000;0,1;0,14
92,910;1,711;0,000;3,927;0,0408;0,000;0,094;;
92,920;1,711;0,079;3,927;0,0408;0,002;0,094;;
92,930;1,712;0,079;-3,927;0,0409;0,002;-0,094;;
92,940;1,712;0,000;-3,927;0,0409;0,000;-0,094;;
92,950;1,712;0,000;0,000;0,0409;0,000;0,000;0,1;0,14
92,960;1,712;0,000;0,000;0,0409;0,000;0,000;;
92,970;1,712;0,000;0,000;0,0409;0,000;0,000;;
92,980;1,712;0,000;0,000;0,0409;0,000;0,000;;
92,990;1,712;0,000;0,000;0,0409;0,000;0,000;;
93,000;1,712;0,000;0,000;0,0409;0,000;0,000;0,1;0,14
93,010;1,712;0,000;3,927;0,0409;0,000;0,094;;
93,020;1,712;0,079;3,927;0,0409;0,002;0,094;;
93,030;1,714;0,079;-3,927;0,0409;0,002;-0,094;;
93,040;1,714;0,000;-3,927;0,0409;0,000;-0,094;;
93,050;1,714;0,000;0,000;0,0409;0,000;0,000;0,1;0,15
93,060;1,714;0,000;0,000;0,0409;0,000;0,000;;
93,070;1,714;0,000;0,000;0,0409;0,000;0,000;;
93,080;1,714;0,000;0,000;0,0409;0,000;0,000;;
93,090;1,714;0,000;0,000;0,0409;0,000;0,000;;
93,100;1,714;0,000;0,000;0,0409;0,000;0,000;0,1;0,15
93,110;1,714;0,000;0,000;0,0409;0,000;0,000;;
93,120;1,714;0,000;0,000;0,0409;0,000;0,000;;
93,130;1,714;0,000;3,927;0,0409;0,000;0,094;;
93,140;1,714;0,079;3,927;0,0409;0,002;0,094;;
93,150;1,715;0,079;-3,927;0,0410;0,002;-0,094;0,1;0,14
93,160;1,715;0,000;-3,927;0,0410;0,000;-0,094;;
93,170;1,715;0,000;0,000;0,0410;0,000;0,000;;
93,180;1,715;0,000;0,000;0,0410;0,000;0,000;;
93,190;1,715;0,000;0,000;0,0410;0,000;0,000;;
93,200;1,715;0,000;0,000;0,0410;0,000;0,000;0,1;0,15
93,210;1,715;0,000;0,000;0,0410;0,000;0,000;;
93,220;1,715;0,000;0,000;0,0410;0,000;0,000;;
93,230;1,715;0,000;0,000;0,0410;0,000;0,000;;
93,240;1,715;0,000;3,927;0,0410;0,000;0,094;;
93,250;1,715;0,079;3,927;0,0410;0,002;0,094;0,1;0,14
93,260;1,717;0,079;-3,927;0,0410;0,002;-0,094;;
93,270;1,717;0,000;-3,927;0,0410;0,000;-0,094;;
93,280;1,717;0,000;0,000;0,0410;0,000;0,000;;
93,290;1,717;0,000;0,000;0,0410;0,000;0,000;;
93,300;1,717;0,000;0,000;0,0410;0,000;0,000;0,1;0,14
93,310;1,717;0,000;0,000;0,0410;0,000;0,000;;
93,320;1,717;0,000;0,000;0,0410;0,000;0,000;;
93,330;1,717;0,000;0,000;0,0410;0,000;0,000;;
93,340;1,717;0,000;0,000;0,0410;0,000;0,000;;
93,350;1,717;0,000;3,927;0,0410;0,000;0,094;0,1;0,14
93,360;1,717;0,079;3,927;0,0410;0,002;0,094;;
93,370;1,718;0,079;-3,927;0,0410;0,002;-0,094;;
93,380;1,718;0,000;-3,927;0,0410;0,000;-0,094;;
93,390;1,718;0,000;0,000;0,0410;0,000;0,000;;
93,400;1,718;0,000;0,000;0,0410;0,000;0,000;0,1;0,14
93,410;1,718;0,000;0,000;0,0410;0,000;0,000;;
93,420;1,718;0,000;0,000;0,0410;0,000;0,000;;
93,430;1,718;0,000;0,000;0,0410;0,000;0,000;;
93,440;1,718;0,000;0,000;0,0410;0,000;0,000;;
93,450;1,718;0,000;0,000;0,0410;0,000;0,000;0,1;0,14
93,460;1,718;0,000;0,000;0,0410;0,000;0,000;;
93,470;1,718;0,000;0,000;0,0410;0,000;0,000;;
93,480;1,718;0,000;3,927;0,0410;0,000;0,094;;
93,490;1,718;0,079;3,927;0,0410;0,002;0,094;;
93,500;1,720;0,079;-3,927;0,0411;0,002;-0,094;0,1;0,14
93,510;1,720;0,000;-3,927;0,0411;0,000;-0,094;;
93,520;1,720;0,000;0,000;0,0411;0,000;0,000;;
93,530;1,720;0,000;0,000;0,0411;0,000;0,000;;
93,540;1,720;0,000;0,000;0,0411;0,000;0,000;;
93,550;1,720;0,000;0,000;0,0411;0,000;0,000;0,1;0,13
93,560;1,720;0,000;0,000;0,0411;0,000;0,000;;
93,570;1,720;0,000;0,000;0,0411;0,000;0,000;;
93,580;1,720;0,000;0,000;0,0411;0,000;0,000;;
93,590;1,720;0,000;0,000;0,0411;0,000;0,000;;
93,600;1,720;0,000;3,927;0,0411;0,000;0,094;0,1;0,13
93,610;1,720;0,079;3,927;0,0411;0,002;0,094;;
93,620;1,722;0,079;-3,927;0,0411;0,002;-0,094;;
93,630;1,722;0,000;-3,927;0,0411;0,000;-0,094;;
93,640;1,722;0,000;0,000;0,0411;0,000;0,000;;
93,650;1,722;0,000;0,000;0,0411;0,000;0,000;0,1;0,13
93,660;1,722;0,000;0,000;0,0411;0,000;0,000;;
93,670;1,722;0,000;0,000;0,0411;0,000;0,000;;
93,680;1,722;0,000;3,927;0,0411;0,000;0,094;;
93,690;1,722;0,079;3,927;0,0411;0,002;0,094;;
93,700;1,723;0,079;-3,927;0,0411;0,002;-0,094;0,1;0,12
93,710;1,723;0,000;-3,927;0,0411;0,000;-0,094;;
93,720;1,723;0,000;0,000;0,0411;0,000;0,000;;
93,730;1,723;0,000;0,000;0,0411;0,000;0,000;;
93,740;1,723;0,000;0,000;0,0411;0,000;0,000;;
93,750;1,723;0,000;0,000;0,0411;0,000;0,000;0,1;0,12
93,760;1,723;0,000;3,927;0,0411;0,000;0,094;;
93,770;1,723;0,079;3,927;0,0411;0,002;0,094;;
93,780;1,725;0,079;-3,927;0,0412;0,002;-0,094;;
93,790;1,725;0,000;-3,927;0,0412;0,000;-0,094;;
93,800;1,725;0,000;3,927;0,0412;0,000;0,094;0,1;0,11
93,810;1,725;0,079;3,927;0,0412;0,002;0,094;;
93,820;1,726;0,079;-3,927;0,0412;0,002;-0,094;;
93,830;1,726;0,000;-3,927;0,0412;0,000;-0,094;;
93,840;1,726;0,000;0,000;0,0412;0,000;0,000;;
93,850;1,726;0,000;0,000;0,0412;0,000;0,000;0,1;0,11
93,860;1,726;0,000;0,000;0,0412;0,000;0,000;;
93,870;1,726;0,000;3,927;0,0412;0,000;0,094;;
93,880;1,726;0,079;3,927;0,0412;0,002;0,094;;
93,890;1,728;0,079;-3,927;0,0413;0,002;-0,094;;
93,900;1,728;0,000;-3,927;0,0413;0,000;-0,094;0,1;0,11
93,910;1,728;0,000;0,000;0,0413;0,000;0,000;;
93,920;1,728;0,000;3,927;0,0413;0,000;0,094;;
93,930;1,728;0,079;3,927;0,0413;0,002;0,094;;
93,940;1,729;0,079;-3,927;0,0413;0,002;-0,094;;
93,950;1,729;0,000;-3,927;0,0413;0,000;-0,094;0,1;0,10
93,960;1,729;0,000;0,000;0,0413;0,000;0,000;;
93,970;1,729;0,000;0,000;0,0413;0,000;0,000;;
93,980;1,729;0,000;3,927;0,0413;0,000;0,094;;
93,990;1,729;0,079;3,927;0,0413;0,002;0,094;;
94,000;1,731;0,079;-3,927;0,0413;0,002;-0,094;0,1;0,10
94,010;1,731;0,000;-3,927;0,0413;0,000;-0,094;;
94,020;1,731;0,000;0,000;0,0413;0,000;0,000;;
94,030;1,731;0,000;3,927;0,0413;0,000;0,094;;
94,040;1,731;0,079;3,927;0,0413;0,002;0,094;;
94,050;1,733;0,079;-3,927;0,0414;0,002;-0,094;0,1;0,10
94,060;1,733;0,000;-3,927;0,0414;0,000;-0,094;;
94,070;1,733;0,000;0,000;0,0414;0,000;0,000;;
94,080;1,733;0,000;3,927;0,0414;0,000;0,094;;
94,090;1,733;0,079;3,927;0,0414;0,002;0,094;;
94,100;1,734;0,079;-3,927;0,0414;0,002;-0,094;0,1;0,10
94,110;1,734;0,000;-8,370E-12;0,0414;0,000;-1,998E-13;;
94,120;1,734;0,079;3,927;0,0414;0,002;0,094;;
94,130;1,736;0,079;-3,927;0,0414;0,002;-0,094;;
94,140;1,736;0,000;-3,927;0,0414;0,000;-0,094;;
94,150;1,736;0,000;0,000;0,0414;0,000;0,000;0,1;0,10
94,160;1,736;0,000;3,927;0,0414;0,000;0,094;;
94,170;1,736;0,079;3,927;0,0414;0,002;0,094;;
94,180;1,737;0,079;-3,927;0,0415;0,002;-0,094;;
94,190;1,737;0,000;-3,927;0,0415;0,000;-0,094;;
94,200;1,737;0,000;0,000;0,0415;0,000;0,000;0,1;0,10
94,210;1,737;0,000;0,000;0,0415;0,000;0,000;;
94,220;1,737;0,000;0,000;0,0415;0,000;0,000;;
94,230;1,737;0,000;0,000;0,0415;0,000;0,000;;
94,240;1,737;0,000;0,000;0,0415;0,000;0,000;;
94,250;1,737;0,000;3,927;0,0415;0,000;0,094;0,1;0,10
94,260;1,737;0,079;3,927;0,0415;0,002;0,094;;
94,270;1,739;0,079;-3,927;0,0415;0,002;-0,094;;
94,280;1,739;0,000;-3,927;0,0415;0,000;-0,094;;
94,290;1,739;0,000;0,000;0,0415;0,000;0,000;;
94,300;1,739;0,000;0,000;0,0415;0,000;0,000;0,1;0,09
94,310;1,739;0,000;0,000;0,0415;0,000;0,000;;
94,320;1,739;0,000;0,000;0,0415;0,000;0,000;;
94,330;1,739;0,000;0,000;0,0415;0,000;0,000;;
94,340;1,739;0,000;0,000;0,0415;0,000;0,000;;
94,350;1,739;0,000;0,000;0,0415;0,000;0,000;0,1;0,09
94,360;1,739;0,000;3,927;0,0415;0,000;0,094;;
94,370;1,739;0,079;3,927;0,0415;0,002;0,094;;
94,380;1,740;0,079;-3,927;0,0416;0,002;-0,094;;
94,390;1,740;0,000;-3,927;0,0416;0,000;-0,094;;
94,400;1,740;0,000;0,000;0,0416;0,000;0,000;0,1;0,09
94,410;1,740;0,000;0,000;0,0416;0,000;0,000;;
94,420;1,740;0,000;0,000;0,0416;0,000;0,000;;
94,430;1,740;0,000;0,000;0,0416;0,000;0,000;;
94,440;1,740;0,000;0,000;0,0416;0,000;0,000;;
94,450;1,740;0,000;3,927;0,0416;0,000;0,094;0,1;0,09
94,460;1,740;0,079;3,927;0,0416;0,002;0,094;;
94,470;1,742;0,079;-3,927;0,0416;0,002;-0,094;;
94,480;1,742;0,000;-3,927;0,0416;0,000;-0,094;;
94,490;1,742;0,000;0,000;0,0416;0,000;0,000;;
94,500;1,742;0,000;3,927;0,0416;0,000;0,094;0,1;0,09
94,510;1,742;0,079;3,927;0,0416;0,002;0,094;;
94,520;1,744;0,079;-3,927;0,0416;0,002;-0,094;;
94,530;1,744;0,000;-3,927;0,0416;0,000;-0,094;;
94,540;1,744;0,000;0,000;0,0416;0,000;0,000;;
94,550;1,744;0,000;0,000;0,0416;0,000;0,000;0,1;0,09
94,560;1,744;0,000;3,927;0,0416;0,000;0,094;;
94,570;1,744;0,079;3,927;0,0416;0,002;0,094;;
94,580;1,745;0,079;-3,927;0,0417;0,002;-0,094;;
94,590;1,745;0,000;-3,927;0,0417;0,000;-0,094;;
94,600;1,745;0,000;0,000;0,0417;0,000;0,000;0,1;0,09
94,610;1,745;0,000;0,000;0,0417;0,000;0,000;;
94,620;1,745;0,000;0,000;0,0417;0,000;0,000;;
94,630;1,745;0,000;3,927;0,0417;0,000;0,094;;
94,640;1,745;0,079;3,927;0,0417;0,002;0,094;;
94,650;1,747;0,079;-3,927;0,0417;0,002;-0,094;0,1;0,09
94,660;1,747;0,000;-3,927;0,0417;0,000;-0,094;;
94,670;1,747;0,000;0,000;0,0417;0,000;0,000;;
94,680;1,747;0,000;3,927;0,0417;0,000;0,094;;
94,690;1,747;0,079;3,927;0,0417;0,002;0,094;;
94,700;1,748;0,079;-3,927;0,0417;0,002;-0,094;0,1;0,09
94,710;1,748;0,000;-3,927;0,0417;0,000;-0,094;;
94,720;1,748;0,000;0,000;0,0417;0,000;0,000;;
94,730;1,748;0,000;3,927;0,0417;0,000;0,094;;
94,740;1,748;0,079;3,927;0,0417;0,002;0,094;;
94,750;1,750;0,079;-3,927;0,0418;0,002;-0,094;0,1;0,09
94,760;1,750;0,000;5,580E-12;0,0418;0,000;1,332E-13;;
94,770;1,750;0,079;3,927;0,0418;0,002;0,094;;
94,780;1,751;0,079;-3,927;0,0418;0,002;-0,094;;
94,790;1,751;0,000;-3,927;0,0418;0,000;-0,094;;
94,800;1,751;0,000;0,000;0,0418;0,000;0,000;0,1;0,09
94,810;1,751;0,000;0,000;0,0418;0,000;0,000;;
94,820;1,751;0,000;0,000;0,0418;0,000;0,000;;
94,830;1,751;0,000;0,000;0,0418;0,000;0,000;;
94,840;1,751;0,000;3,927;0,0418;0,000;0,094;;
94,850;1,751;0,079;3,927;0,0418;0,002;0,094;0,1;0,09
94,860;1,753;0,079;-3,927;0,0419;0,002;-0,094;;
94,870;1,753;0,000;-3,927;0,0419;0,000;-0,094;;
94,880;1,753;0,000;0,000;0,0419;0,000;0,000;;
94,890;1,753;0,000;0,000;0,0419;0,000;0,000;;
94,900;1,753;0,000;0,000;0,0419;0,000;0,000;0,1;0,09
94,910;1,753;0,000;0,000;0,0419;0,000;0,000;;
94,920;1,753;0,000;0,000;0,0419;0,000;0,000;;
94,930;1,753;0,000;0,000;0,0419;0,000;0,000;;
94,940;1,753;0,000;3,927;0,0419;0,000;0,094;;
94,950;1,753;0,079;3,927;0,0419;0,002;0,094;0,1;0,09
94,960;1,755;0,079;-3,927;0,0419;0,002;-0,094;;
94,970;1,755;0,000;-3,927;0,0419;0,000;-0,094;;
94,980;1,755;0,000;0,000;0,0419;0,000;0,000;;
94,990;1,755;0,000;0,000;0,0419;0,000;0,000;;
95,000;1,755;0,000;0,000;0,0419;0,000;0,000;0,1;0,09
95,010;1,755;0,000;0,000;0,0419;0,000;0,000;;
95,020;1,755;0,000;3,927;0,0419;0,000;0,094;;
95,030;1,755;0,079;3,927;0,0419;0,002;0,094;;
95,040;1,756;0,079;-3,927;0,0419;0,002;-0,094;;
95,050;1,756;0,000;-3,927;0,0419;0,000;-0,094;0,1;0,09
95,060;1,756;0,000;3,927;0,0419;0,000;0,094;;
95,070;1,756;0,079;3,927;0,0419;0,002;0,094;;
95,080;1,758;0,079;-3,927;0,0420;0,002;-0,094;;
95,090;1,758;0,000;-3,927;0,0420;0,000;-0,094;;
95,100;1,758;0,000;0,000;0,0420;0,000;0,000;0,1;0,09
95,110;1,758;0,000;0,000;0,0420;0,000;0,000;;
95,120;1,758;0,000;0,000;0,0420;0,000;0,000;;
95,130;1,758;0,000;3,927;0,0420;0,000;0,094;;
95,140;1,758;0,079;3,927;0,0420;0,002;0,094;;
95,150;1,759;0,079;-3,927;0,0420;0,002;-0,094;0,1;0,09
95,160;1,759;0,000;-3,927;0,0420;0,000;-0,094;;
95,170;1,759;0,000;0,000;0,0420;0,000;0,000;;
95,180;1,759;0,000;0,000;0,0420;0,000;0,000;;
95,190;1,759;0,000;0,000;0,0420;0,000;0,000;;
95,200;1,759;0,000;0,000;0,0420;0,000;0,000;0,1;0,09
95,210;1,759;0,000;0,000;0,0420;0,000;0,000;;
95,220;1,759;0,000;0,000;0,0420;0,000;0,000;;
95,230;1,759;0,000;0,000;0,0420;0,000;0,000;;
95,240;1,759;0,000;0,000;0,0420;0,000;0,000;;
95,250;1,759;0,000;0,000;0,0420;0,000;0,000;0,1;0,09
95,260;1,759;0,000;0,000;0,0420;0,000;0,000;;
95,270;1,759;0,000;0,000;0,0420;0,000;0,000;;
95,280;1,759;0,000;0,000;0,0420;0,000;0,000;;
95,290;1,759;0,000;3,927;0,0420;0,000;0,094;;
95,300;1,759;0,079;3,927;0,0420;0,002;0,094;0,1;0,09
95,310;1,761;0,079;-3,927;0,0420;0,002;-0,094;;
95,320;1,761;0,000;-3,927;0,0420;0,000;-0,094;;
95,330;1,761;0,000;0,000;0,0420;0,000;0,000;;
95,340;1,761;0,000;0,000;0,0420;0,000;0,000;;
95,350;1,761;0,000;0,000;0,0420;0,000;0,000;0,1;0,09
95,360;1,761;0,000;0,000;0,0420;0,000;0,000;;
95,370;1,761;0,000;0,000;0,0420;0,000;0,000;;
95,380;1,761;0,000;0,000;0,0420;0,000;0,000;;
95,390;1,761;0,000;0,000;0,0420;0,000;0,000;;
