Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #1;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #2;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #3;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4;Messreihe #4
Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität;Zeit (s);Winkel (rad);Winkelgeschwindigkeit (rad/s);Winkelbeschleunigung (rad/s²);Position (m);Geschwindigkeit (m/s);Beschleunigung (m/s²);Beleuchtungsstärke (lux);Relative Intensität
85,000;3,534;0,055;-7,321E-15;0,0843750;0,001;-1,952E-16;0,1;0,1076813;85,000;2,639;0,016;-0,010;0,0630000;3,750E-4;-2,344E-4;5,6;5,6474457;85,000;3,109;0,031;-0,020;0,0742125;7,500E-4;-4,688E-4;0,5;0,5008087;85,000;3,291;0,031;-3,140E-15;0,0785625;7,500E-4;-7,508E-17;0,2;0,2434540
85,200;3,547;0,051;-0,020;0,0846750;0,001;-4,688E-4;0,1;0,0968628;85,200;2,642;0,016;-1,396E-15;0,0630750;3,750E-4;-3,320E-17;6,6;6,6284180;85,200;3,113;0,024;-2,793E-15;0,0743250;5,625E-4;-6,641E-17;0,3;0,3332062;85,200;3,297;0,035;0,039;0,0787125;8,437E-4;9,375E-4;0,2;0,1743164
85,400;3,555;0,047;0,010;0,0848625;0,001;2,344E-4;0,1;0,0879059;85,400;2,645;0,016;0,000;0,0631500;3,750E-4;0,000;8,2;8,2458038;85,400;3,118;0,031;0,020;0,0744375;7,500E-4;4,687E-4;0,2;0,2416534;85,400;3,305;0,047;0,029;0,0789000;0,001;7,031E-4;0,2;0,1880188
85,600;3,566;0,055;0,010;0,0851250;0,001;2,344E-4;0,1;0,1189270;85,600;2,648;0,016;-0,010;0,0632250;3,750E-4;-2,344E-4;10,0;9,9685364;85,600;3,126;0,031;2,793E-15;0,0746250;7,500E-4;6,641E-17;0,2;0,1920166;85,600;3,316;0,047;-0,020;0,0791625;0,001;-4,687E-4;0,2;0,2063599
85,800;3,577;0,051;-0,029;0,0853875;0,001;-7,031E-4;0,1;0,1231384;85,800;2,652;0,012;-0,010;0,0633000;2,813E-4;-2,344E-4;13,3;13,2547607;85,800;3,131;0,031;0,020;0,0747375;7,500E-4;4,688E-4;0,2;0,1582794;85,800;3,324;0,039;-0,020;0,0793500;9,375E-4;-4,687E-4;0,3;0,2511749
86,000;3,586;0,043;-0,029;0,0856125;0,001;-7,031E-4;0,1;0,1118469;86,000;2,653;0,012;0,010;0,0633375;2,813E-4;2,344E-4;16,1;16,0725098;86,000;3,138;0,039;-2,793E-15;0,0749250;9,375E-4;-6,641E-17;0,2;0,1593323;86,000;3,332;0,039;-3,487E-15;0,0795375;9,375E-4;-8,321E-17;0,3;0,3024902
86,200;3,594;0,039;0,020;0,0858000;9,375E-4;4,687E-4;0,1;0,0966339;86,200;2,656;0,016;0,010;0,0634125;3,750E-4;2,344E-4;20,8;20,7790985;86,200;3,146;0,031;-0,029;0,0751125;7,500E-4;-7,031E-4;0,2;0,1605225;86,200;3,340;0,039;0,010;0,0797250;9,375E-4;2,344E-4;0,4;0,3549957
86,400;3,602;0,051;0,039;0,0859875;0,001;9,375E-4;0,1;0,0733337;86,400;2,659;0,016;0,010;0,0634875;3,750E-4;2,344E-4;33,1;33,1224365;86,400;3,151;0,027;0,010;0,0752250;6,562E-4;2,344E-4;0,2;0,1930847;86,400;3,347;0,043;0,020;0,0799125;0,001;4,688E-4;0,3;0,3125000
86,600;3,614;0,055;-0,010;0,0862875;0,001;-2,344E-4;0,1;0,0764618;86,600;2,663;0,020;0,010;0,0635625;4,688E-4;2,344E-4;52,3;52,2719879;86,600;3,157;0,035;0,020;0,0753750;8,437E-4;4,688E-4;0,3;0,3085785;86,600;3,357;0,047;3,834E-15;0,0801375;0,001;9,162E-17;0,2;0,2251434
86,800;3,624;0,047;4,892E-15;0,0865125;0,001;1,166E-16;0,1;0,0806885;86,800;2,667;0,020;-0,010;0,0636750;4,688E-4;-2,344E-4;61,7;61,6631012;86,800;3,165;0,035;3,140E-15;0,0755625;8,437E-4;7,508E-17;0,5;0,4592590;86,800;3,366;0,043;-0,020;0,0803625;0,001;-4,688E-4;0,2;0,1916809
87,000;3,633;0,055;0,029;0,0867375;0,001;7,031E-4;0,1;0,0914917;87,000;2,670;0,016;-0,010;0,0637500;3,750E-4;-2,344E-4;73,1;73,1264038;87,000;3,171;0,035;-3,140E-15;0,0757125;8,437E-4;-7,508E-17;0,5;0,5039215;87,000;3,374;0,039;0,010;0,0805500;9,375E-4;2,344E-4;0,2;0,1520386
87,200;3,646;0,059;-4,892E-15;0,0870375;0,001;-1,166E-16;0,2;0,2133789;87,200;2,673;0,016;-1,396E-15;0,0638250;3,750E-4;-3,320E-17;94,2;94,2434692;87,200;3,179;0,035;-0,020;0,0759000;8,437E-4;-4,688E-4;0,4;0,3886108;87,200;3,382;0,047;0,020;0,0807375;0,001;4,687E-4;0,2;0,1516113
87,400;3,657;0,055;-0,020;0,0873000;0,001;-4,687E-4;0,4;0,3704376;87,400;2,677;0,016;-0,010;0,0639000;3,750E-4;-2,344E-4;99,8;99,7803345;87,400;3,186;0,027;-0,010;0,0760500;6,562E-4;-2,344E-4;0,3;0,3083649;87,400;3,393;0,047;-0,010;0,0810000;0,001;-2,344E-4;0,2;0,1794281
87,600;3,668;0,051;-0,010;0,0875625;0,001;-2,344E-4;0,3;0,3402405;87,600;2,680;0,012;-0,010;0,0639750;2,812E-4;-2,344E-4;99,8;99,7839661;87,600;3,190;0,031;0,020;0,0761625;7,500E-4;4,688E-4;0,2;0,1850739;87,600;3,401;0,043;-0,010;0,0811875;0,001;-2,344E-4;0,2;0,2419128
87,800;3,677;0,051;0,010;0,0877875;0,001;2,344E-4;0,3;0,2616730;87,800;2,681;0,012;0,010;0,0640125;2,813E-4;2,344E-4;99,7;99,7463379;87,800;3,198;0,035;0,010;0,0763500;8,437E-4;2,344E-4;0,1;0,1272583;87,800;3,410;0,043;0,010;0,0814125;0,001;2,344E-4;0,3;0,2990723
88,000;3,688;0,055;0,010;0,0880500;0,001;2,344E-4;0,1;0,1097717;88,000;2,684;0,016;-1,050E-15;0,0640875;3,750E-4;-2,507E-17;92,9;92,8621216;88,000;3,204;0,035;0,010;0,0765000;8,437E-4;2,344E-4;0,1;0,1070557;88,000;3,418;0,047;0,020;0,0816000;0,001;4,687E-4;0,3;0,3385925
88,200;3,699;0,055;-0,020;0,0883125;0,001;-4,688E-4;0,1;0,0730286;88,200;2,688;0,012;-0,020;0,0641625;2,812E-4;-4,688E-4;74,6;74,5547485;88,200;3,212;0,039;0,010;0,0766875;9,375E-4;2,344E-4;0,1;0,1111450;88,200;3,429;0,051;-0,010;0,0818625;0,001;-2,344E-4;0,4;0,3594818
88,400;3,710;0,047;-0,029;0,0885750;0,001;-7,031E-4;0,1;0,0729370;88,400;2,689;0,008;0,000;0,0642000;1,875E-4;0,000;61,3;61,3331757;88,400;3,220;0,039;-0,010;0,0768750;9,375E-4;-2,344E-4;0,1;0,1202240;88,400;3,438;0,043;-0,020;0,0820875;0,001;-4,688E-4;0,3;0,3068237
88,600;3,718;0,043;0,020;0,0887625;0,001;4,688E-4;0,1;0,0726318;88,600;2,691;0,012;0,010;0,0642375;2,812E-4;2,344E-4;44,4;44,3745880;88,600;3,228;0,035;-0,020;0,0770625;8,437E-4;-4,687E-4;0,1;0,1488037;88,600;3,446;0,043;3,834E-15;0,0822750;0,001;9,162E-17;0,2;0,2323914
88,800;3,728;0,055;0,039;0,0889875;0,001;9,375E-4;0,1;0,0788727;88,800;2,694;0,012;1,050E-15;0,0643125;2,813E-4;2,507E-17;32,5;32,5093842;88,800;3,234;0,031;3,140E-15;0,0772125;7,500E-4;7,508E-17;0,2;0,2289581;88,800;3,456;0,043;-0,010;0,0825000;0,001;-2,344E-4;0,2;0,1658020
89,000;3,740;0,059;-0,010;0,0892875;0,001;-2,344E-4;0,1;0,1272888;89,000;2,695;0,012;0,010;0,0643500;2,813E-4;2,344E-4;23,4;23,4246826;89,000;3,241;0,035;0,010;0,0773625;8,437E-4;2,344E-4;0,5;0,4678650;89,000;3,464;0,039;-3,834E-15;0,0826875;9,375E-4;-9,162E-17;0,2;0,1517029
89,200;3,751;0,051;-5,239E-15;0,0895500;0,001;-3,795E-17;0,2;0,1637573;89,200;2,699;0,016;0,010;0,0644250;3,750E-4;2,344E-4;17,3;17,2863312;89,200;3,248;0,035;-3,140E-15;0,0775500;8,437E-4;-7,508E-17;0,8;0,7538147;89,200;3,471;0,043;-7,112E-16;0,0828750;0,001;3,524E-18;0,2;0,1628418
89,400;3,760;0,059;0,029;0,0897750;0,001;7,031E-4;0,1;0,1097260;89,400;2,702;0,016;0,000;0,0645000;3,750E-4;0,000;13,8;13,7728882;89,400;3,255;0,035;0,010;0,0777000;8,437E-4;2,344E-4;0,9;0,8846893;89,400;3,481;0,039;-0,010;0,0831000;9,375E-4;-2,344E-4;0,2;0,1919708
89,600;3,775;0,063;-0,029;0,0901125;0,001;-7,031E-4;0,1;0,0730133;89,600;2,705;0,016;-0,010;0,0645750;3,750E-4;-2,344E-4;11,9;11,8578796;89,600;3,263;0,039;-0,010;0,0778875;9,375E-4;-2,344E-4;0,6;0,6068268;89,600;3,487;0,039;0,020;0,0832500;9,375E-4;4,688E-4;0,3;0,2675629
89,800;3,786;0,047;-0,059;0,0903750;0,001;-0,001;0,1;0,0754395;89,800;2,708;0,012;-0,010;0,0646500;2,813E-4;-2,344E-4;11,0;10,9810181;89,800;3,270;0,031;-0,029;0,0780750;7,500E-4;-7,031E-4;0,4;0,3799744;89,800;3,497;0,047;0,029;0,0834750;0,001;7,031E-4;0,4;0,3733368
90,000;3,793;0,039;0,010;0,0905625;9,375E-4;2,344E-4;0,1;0,0753479;90,000;2,710;0,012;0,010;0,0646875;2,813E-4;2,344E-4;10,1;10,0820007;90,000;3,275;0,027;0,020;0,0781875;6,563E-4;4,687E-4;0,3;0,2817383;90,000;3,506;0,051;-6,974E-15;0,0837000;0,001;-1,870E-16;0,5;0,4748993
90,200;3,801;0,051;0,039;0,0907500;0,001;9,375E-4;0,1;0,0740814;90,200;2,713;0,016;-1,050E-15;0,0647625;3,750E-4;-2,507E-17;9,3;9,2553101;90,200;3,281;0,039;0,020;0,0783375;9,375E-4;4,687E-4;0,2;0,1709900;90,200;3,517;0,047;-0,010;0,0839625;0,001;-2,344E-4;0,4;0,4401855
90,400;3,814;0,055;-0,010;0,0910500;0,001;-2,344E-4;0,1;0,1092682;90,400;2,716;0,012;-0,010;0,0648375;2,812E-4;-2,344E-4;7,5;7,4922638;90,400;3,291;0,035;-0,020;0,0785625;8,437E-4;-4,688E-4;0,1;0,1288605;90,400;3,525;0,047;0,029;0,0841500;0,001;7,031E-4;0,3;0,2719879
90,600;3,823;0,047;-0,029;0,0912750;0,001;-7,031E-4;0,1;0,1232147;90,600;2,717;0,012;1,050E-15;0,0648750;2,812E-4;2,507E-17;6,4;6,4412079;90,600;3,296;0,031;0,020;0,0786750;7,500E-4;4,688E-4;0,1;0,0973358;90,600;3,536;0,059;0,039;0,0844125;0,001;9,375E-4;0,2;0,2026825
90,800;3,833;0,043;-0,010;0,0915000;0,001;-2,344E-4;0,1;0,0978088;90,800;2,721;0,012;1,050E-15;0,0649500;2,813E-4;2,507E-17;6,2;6,1933594;90,800;3,303;0,043;0,020;0,0788625;0,001;4,688E-4;0,1;0,0989380;90,800;3,548;0,063;-0,010;0,0847125;0,002;-2,344E-4;0,1;0,1192169
91,000;3,841;0,043;0,010;0,0916875;0,001;2,344E-4;0,1;0,0778198;91,000;2,722;0,012;0,010;0,0649875;2,813E-4;2,344E-4;5,1;5,0733185;91,000;3,313;0,039;-0,039;0,0790875;9,375E-4;-9,375E-4;0,1;0,1068726;91,000;3,561;0,055;-0,010;0,0850125;0,001;-2,344E-4;0,1;0,1085358
91,200;3,850;0,047;0,020;0,0919125;0,001;4,687E-4;0,1;0,0556030;91,200;2,725;0,016;0,010;0,0650625;3,750E-4;2,344E-4;4,7;4,7162323;91,200;3,319;0,027;-0,020;0,0792375;6,562E-4;-4,688E-4;0,1;0,1422424;91,200;3,570;0,059;0,029;0,0852375;0,001;7,031E-4;0,1;0,1094513
91,400;3,859;0,051;0,020;0,0921375;0,001;4,687E-4;0,1;0,0575714;91,400;2,728;0,016;0,000;0,0651375;3,750E-4;0,000;4,8;4,7864075;91,400;3,324;0,031;0,010;0,0793500;7,500E-4;2,344E-4;0,2;0,2490082;91,400;3,585;0,067;-0,010;0,0855750;0,002;-2,344E-4;0,1;0,1087646
91,600;3,870;0,055;-0,010;0,0924000;0,001;-2,344E-4;0,1;0,0642242;91,600;2,732;0,016;-0,010;0,0652125;3,750E-4;-2,344E-4;5,1;5,0706024;91,600;3,332;0,031;-0,010;0,0795375;7,500E-4;-2,344E-4;0,4;0,3537903;91,600;3,597;0,055;-0,039;0,0858750;0,001;-9,375E-4;0,1;0,1078339
91,800;3,881;0,047;-0,010;0,0926625;0,001;-2,344E-4;0,1;0,0647430;91,800;2,735;0,012;-0,020;0,0652875;2,813E-4;-4,688E-4;5,5;5,4637299;91,800;3,336;0,027;0,010;0,0796500;6,563E-4;2,344E-4;0,3;0,3325653;91,800;3,607;0,051;4,892E-15;0,0861000;0,001;1,166E-16;0,1;0,0975800
92,000;3,889;0,051;0,020;0,0928500;0,001;4,687E-4;0,1;0,0803986;92,000;2,736;0,008;-1,050E-15;0,0653250;1,875E-4;-2,507E-17;5,9;5,8702087;92,000;3,343;0,035;0,010;0,0798000;8,437E-4;2,344E-4;0,2;0,2045898;92,000;3,618;0,055;0,010;0,0863625;0,001;2,344E-4;0,1;0,0910187
92,200;3,902;0,055;-1,769E-15;0,0931500;0,001;-2,168E-17;0,2;0,1728973;92,200;2,738;0,012;0,010;0,0653625;2,812E-4;2,344E-4;6,7;6,7170105;92,200;3,351;0,031;-0,029;0,0799875;7,500E-4;-7,031E-4;0,2;0,1853638;92,200;3,629;0,055;-4,892E-15;0,0866250;0,001;-1,166E-16;0,1;0,1012878
92,400;3,911;0,051;-0,010;0,0933750;0,001;-2,344E-4;0,3;0,2542725;92,400;2,741;0,012;0,000;0,0654375;2,812E-4;0,000;8,7;8,6977234;92,400;3,355;0,024;-0,010;0,0801000;5,625E-4;-2,344E-4;0,1;0,1407776;92,400;3,640;0,055;0,010;0,0868875;0,001;2,344E-4;0,1;0,1306458
92,600;3,922;0,051;0,010;0,0936375;0,001;2,344E-4;0,2;0,2120209;92,600;2,743;0,012;0,010;0,0654750;2,812E-4;2,344E-4;11,1;11,0746613;92,600;3,360;0,027;0,029;0,0802125;6,562E-4;7,031E-4;0,1;0,1092834;92,600;3,651;0,059;0,010;0,0871500;0,001;2,344E-4;0,2;0,2104797
92,800;3,932;0,055;0,029;0,0938625;0,001;7,031E-4;0,1;0,0882111;92,800;2,746;0,016;0,010;0,0655500;3,750E-4;2,344E-4;13,9;13,9428558;92,800;3,366;0,035;0,029;0,0803625;8,437E-4;7,031E-4;0,1;0,0908813;92,800;3,663;0,059;5,239E-15;0,0874500;0,001;1,247E-16;0,3;0,2601929
93,000;3,944;0,063;-0,010;0,0941625;0,002;-2,344E-4;0,1;0,0688782;93,000;2,749;0,016;-0,010;0,0656250;3,750E-4;-2,344E-4;16,8;16,8007355;93,000;3,374;0,039;0,010;0,0805500;9,375E-4;2,344E-4;0,1;0,0835419;93,000;3,674;0,059;-5,239E-15;0,0877125;0,001;-1,247E-16;0,3;0,3313293
93,200;3,957;0,051;-0,029;0,0944625;0,001;-7,031E-4;0,1;0,0652466;93,200;2,752;0,012;-0,010;0,0657000;2,812E-4;-2,344E-4;20,1;20,1146698;93,200;3,382;0,039;-0,029;0,0807375;9,375E-4;-7,031E-4;0,1;0,0906982;93,200;3,687;0,059;-5,239E-15;0,0880125;0,001;-1,247E-16;0,3;0,2735748
93,400;3,965;0,051;0,029;0,0946500;0,001;7,031E-4;0,1;0,0559845;93,400;2,754;0,012;0,010;0,0657375;2,812E-4;2,344E-4;23,8;23,8173523;93,400;3,390;0,027;-0,039;0,0809250;6,562E-4;-9,375E-4;0,1;0,1030426;93,400;3,698;0,059;0,020;0,0882750;0,001;4,688E-4;0,1;0,1433411
93,600;3,977;0,063;0,010;0,0949500;0,001;2,344E-4;0,1;0,0509796;93,600;2,757;0,016;0,010;0,0658125;3,750E-4;2,344E-4;26,5;26,5005188;93,600;3,393;0,024;0,010;0,0810000;5,625E-4;2,344E-4;0,1;0,1221161;93,600;3,710;0,067;0,010;0,0885750;0,002;2,344E-4;0,1;0,0942841
93,800;3,990;0,055;-0,049;0,0952500;0,001;-0,001;0,1;0,0530090;93,800;2,760;0,016;-0,010;0,0658875;3,750E-4;-2,344E-4;27,3;27,2568970;93,800;3,399;0,031;0,020;0,0811500;7,500E-4;4,688E-4;0,2;0,1561127;93,800;3,724;0,063;8,708E-15;0,0889125;0,002;1,415E-16;0,1;0,0951233
94,000;3,999;0,043;-4,892E-15;0,0954750;0,001;-1,166E-16;0,1;0,0562744;94,000;2,763;0,012;-0,020;0,0659625;2,813E-4;-4,688E-4;27,2;27,1707916;94,000;3,405;0,031;0,010;0,0813000;7,500E-4;2,344E-4;0,2;0,2078094;94,000;3,735;0,067;0,029;0,0891750;0,002;7,031E-4;0,1;0,1369629
94,200;4,007;0,055;0,059;0,0956625;0,001;0,001;0,1;0,0597839;94,200;2,765;0,008;-1,050E-15;0,0660000;1,875E-4;-2,507E-17;26,2;26,1913452;94,200;3,412;0,035;0,020;0,0814500;8,437E-4;4,687E-4;0,3;0,3021851;94,200;3,751;0,075;-0,020;0,0895500;0,002;-4,688E-4;0,2;0,2099457
94,400;4,021;0,067;0,010;0,0960000;0,002;2,344E-4;0,1;0,0509338;94,400;2,766;0,012;0,029;0,0660375;2,812E-4;7,031E-4;22,5;22,5040436;94,400;3,420;0,039;-0,010;0,0816375;9,375E-4;-2,344E-4;0,3;0,3292236;94,400;3,765;0,059;-0,029;0,0898875;0,001;-7,031E-4;0,2;0,2057343
94,600;4,034;0,059;-0,039;0,0963000;0,001;-9,375E-4;0,1;0,0617065;94,600;2,769;0,020;0,010;0,0661125;4,688E-4;2,344E-4;16,7;16,6583862;94,600;3,427;0,031;-0,049;0,0818250;7,500E-4;-0,001;0,3;0,3101044;94,600;3,775;0,063;0,039;0,0901125;0,001;9,375E-4;0,1;0,1081543
94,800;4,045;0,051;-0,020;0,0965625;0,001;-4,687E-4;0,1;0,0636292;94,800;2,774;0,016;-0,020;0,0662250;3,750E-4;-4,688E-4;11,8;11,7767181;94,800;3,432;0,020;-0,010;0,0819375;4,688E-4;-2,344E-4;0,3;0,2698975;94,800;3,790;0,075;-0,010;0,0904875;0,002;-2,344E-4;0,1;0,0823364
95,000;4,054;0,051;0,010;0,0967875;0,001;2,344E-4;0,1;0,0616150;95,000;2,776;0,012;-0,010;0,0662625;2,813E-4;-2,344E-4;9,2;9,2071991;95,000;3,435;0,027;0,059;0,0820125;6,563E-4;0,001;0,2;0,1621552;95,000;3,804;0,059;-0,039;0,0908250;0,001;-9,375E-4;0,1;0,0855408
95,200;4,065;0,055;0,010;0,0970500;0,001;2,344E-4;0,1;0,1065063;95,200;2,779;0,012;-0,010;0,0663375;2,812E-4;-2,344E-4;7,3;7,2825165;95,200;3,443;0,043;0,049;0,0822000;0,001;0,001;0,1;0,0910950;95,200;3,814;0,059;0,020;0,0910500;0,001;4,687E-4;0,1;0,0904694
95,400;4,076;0,055;0,020;0,0973125;0,001;4,688E-4;0,1;0,1440125;95,400;2,780;0,008;0,000;0,0663750;1,875E-4;0,000;5,9;5,9091187;95,400;3,453;0,047;-0,010;0,0824250;0,001;-2,344E-4;0,1;0,0690918;95,400;3,828;0,067;0,000;0,0913875;0,002;-8,674E-17;0,1;0,1095581
95,600;4,087;0,063;0,020;0,0975750;0,001;4,688E-4;0,1;0,0980682;95,600;2,782;0,012;0,020;0,0664125;2,812E-4;4,688E-4;4,3;4,3199615;95,600;3,462;0,039;-0,039;0,0826500;9,375E-4;-9,375E-4;0,1;0,0687103;95,600;3,841;0,059;-0,039;0,0916875;0,001;-9,375E-4;0,1;0,1279449
95,800;4,101;0,063;-0,029;0,0979125;0,002;-7,031E-4;0,1;0,0762329;95,800;2,785;0,016;1,050E-15;0,0664875;3,750E-4;2,507E-17;3,3;3,3181610;95,800;3,468;0,031;-0,020;0,0828000;7,500E-4;-4,687E-4;0,1;0,0785217;95,800;3,852;0,051;5,239E-15;0,0919500;0,001;2,114E-16;0,1;0,1123657
96,000;4,112;0,051;-0,039;0,0981750;0,001;-9,375E-4;0,1;0,0545654;96,000;2,788;0,012;-4,172E-15;0,0665625;2,813E-4;-1,199E-16;2,7;2,6627808;96,000;3,475;0,031;0,010;0,0829500;7,500E-4;2,344E-4;0,1;0,1023560;96,000;3,861;0,059;0,049;0,0921750;0,001;0,001;0,1;0,0977173
96,200;4,122;0,047;0,010;0,0984000;0,001;2,344E-4;0,1;0,0500946;96,200;2,790;0,016;0,010;0,0666000;3,750E-4;2,344E-4;2,1;2,1250305;96,200;3,481;0,035;0,020;0,0831000;8,437E-4;4,687E-4;0,1;0,1491852;96,200;3,875;0,071;0,010;0,0925125;0,002;2,344E-4;0,1;0,0798645
96,400;4,131;0,055;0,039;0,0986250;0,001;9,375E-4;0,1;0,0517273;96,400;2,794;0,016;-0,010;0,0667125;3,750E-4;-2,344E-4;1,9;1,8638763;96,400;3,489;0,039;0,000;0,0832875;9,375E-4;0,000;0,3;0,2778015;96,400;3,889;0,063;-0,010;0,0928500;0,001;-2,344E-4;0,1;0,0948181
96,600;4,144;0,063;4,892E-15;0,0989250;0,001;1,166E-16;0,1;0,0777588;96,600;2,796;0,012;4,172E-15;0,0667500;2,812E-4;1,199E-16;1,4;1,4478912;96,600;3,497;0,035;6,262E-15;0,0834750;8,437E-4;1,699E-16;0,4;0,3613434;96,600;3,900;0,067;0,029;0,0931125;0,002;7,031E-4;0,2;0,1786041
96,800;4,156;0,055;-0,049;0,0992250;0,001;-0,001;0,1;0,0965271;96,800;2,799;0,016;1,050E-15;0,0668250;3,750E-4;2,507E-17;1,3;1,2540894;96,800;3,503;0,039;5,915E-15;0,0836250;9,375E-4;1,618E-16;0,5;0,4687805;96,800;3,916;0,075;-0,020;0,0934875;0,002;-4,687E-4;0,3;0,2551422
97,000;4,166;0,043;-4,892E-15;0,0994500;0,001;-1,166E-16;0,1;0,1228180;97,000;2,802;0,012;-0,020;0,0669000;2,813E-4;-4,688E-4;1,1;1,0845184;97,000;3,512;0,035;-0,039;0,0838500;8,438E-4;-9,375E-4;0,4;0,4263306;97,000;3,930;0,059;-0,020;0,0938250;0,001;-4,688E-4;0,2;0,2489014
97,200;4,174;0,055;0,039;0,0996375;0,001;9,375E-4;0,1;0,1025391;97,200;2,804;0,008;-1,050E-15;0,0669375;1,875E-4;-2,507E-17;1,1;1,0920868;97,200;3,517;0,024;-3,140E-15;0,0839625;5,625E-4;-7,508E-17;0,3;0,3016510;97,200;3,940;0,067;0,049;0,0940500;0,002;0,001;0,2;0,1562653
97,400;4,188;0,059;0,000;0,0999750;0,001;0,000;0,1;0,0612793;97,400;2,805;0,012;0,020;0,0669750;2,812E-4;4,688E-4;1,0;0,9512482;97,400;3,522;0,035;0,049;0,0840750;8,437E-4;0,001;0,2;0,1502991;97,400;3,957;0,079;-0,010;0,0944625;0,002;-2,344E-4;0,1;0,0795135
97,600;4,197;0,055;-0,020;0,1002000;0,001;-4,688E-4;0,1;0,0561829;97,600;2,809;0,016;0,010;0,0670500;3,750E-4;2,344E-4;0,8;0,8326874;97,600;3,531;0,043;0,010;0,0843000;0,001;2,344E-4;0,1;0,1053467;97,600;3,971;0,063;-0,039;0,0948000;0,001;-9,375E-4;0,1;0,0662079
97,800;4,210;0,051;-0,020;0,1005000;0,001;-4,687E-4;0,1;0,0564880;97,800;2,812;0,016;1,396E-15;0,0671250;3,750E-4;3,320E-17;0,8;0,8023987;97,800;3,539;0,039;3,834E-15;0,0844875;9,375E-4;9,162E-17;0,1;0,0899506;97,800;3,982;0,063;0,039;0,0950625;0,002;9,375E-4;0,1;0,0732880
98,000;4,218;0,047;0,020;0,1006875;0,001;4,687E-4;0,1;0,0538177;98,000;2,815;0,016;-0,010;0,0672000;3,750E-4;-2,344E-4;0,8;0,8073425;98,000;3,547;0,043;-7,112E-16;0,0846750;0,001;3,524E-18;0,1;0,0705719;98,000;3,996;0,079;0,020;0,0954000;0,002;4,687E-4;0,1;0,0763397
98,200;4,229;0,059;0,020;0,1009500;0,001;4,687E-4;0,1;0,0642548;98,200;2,818;0,012;-0,010;0,0672750;2,812E-4;-2,344E-4;0,9;0,8532715;98,200;3,556;0,039;-0,039;0,0849000;9,375E-4;-9,375E-4;0,1;0,0708160;98,200;4,013;0,071;-0,049;0,0958125;0,002;-0,001;0,1;0,0792847
98,400;4,241;0,055;-0,020;0,1012500;0,001;-4,687E-4;0,1;0,0661011;98,400;2,820;0,012;0,010;0,0673125;2,812E-4;2,344E-4;1,0;0,9722748;98,400;3,563;0,027;-0,010;0,0850500;6,562E-4;-2,344E-4;0,1;0,0711823;98,400;4,024;0,059;0,010;0,0960750;0,001;2,344E-4;0,1;0,0712128
98,600;4,251;0,051;0,010;0,1014750;0,001;2,344E-4;0,1;0,0627441;98,600;2,823;0,016;0,010;0,0673875;3,750E-4;2,344E-4;1,2;1,1738892;98,600;3,567;0,035;0,049;0,0851625;8,437E-4;0,001;0,1;0,0712128;98,600;4,037;0,075;0,029;0,0963750;0,002;7,031E-4;0,1;0,0649567
98,800;4,262;0,059;0,020;0,1017375;0,001;4,688E-4;0,1;0,0525360;98,800;2,826;0,016;1,396E-15;0,0674625;3,750E-4;3,320E-17;1,3;1,3487396;98,800;3,577;0,047;0,020;0,0853875;0,001;4,688E-4;0,1;0,0731812;98,800;4,054;0,071;-0,010;0,0967875;0,002;-2,344E-4;0,1;0,0769043
99,000;4,274;0,059;-0,020;0,1020375;0,001;-4,688E-4;0,0;0,0474701;99,000;2,829;0,016;-1,396E-15;0,0675375;3,750E-4;-3,320E-17;1,9;1,8884277;99,000;3,586;0,043;-0,020;0,0856125;0,001;-4,688E-4;0,1;0,0785065;99,000;4,065;0,071;0,029;0,0970500;0,002;7,031E-4;0,1;0,0946808
99,200;4,285;0,051;-0,020;0,1023000;0,001;-4,688E-4;0,0;0,0471497;99,200;2,832;0,016;-1,396E-15;0,0676125;3,750E-4;-3,320E-17;2,4;2,3849640;99,200;3,594;0,039;-0,029;0,0858000;9,375E-4;-7,031E-4;0,1;0,0724945;99,200;4,083;0,082;-0,029;0,0974625;0,002;-7,031E-4;0,1;0,1403503
